business_id	name	full_address	city	state	latitude	longitude	stars	review_count	open	category
iXA8Y2bzvZo8MjALfZxrIg	Margaritaville	3555 South Las Vegas Boulevard - The Strip - Las Vegas, NV 89109	Las Vegas	NV	36.1156349	-115.172554	4	755	t	Restaurants
c2eeBEolkJRloXVBuD6cjg	Sassy Nails	6454 Sky Pointe Dr - Centennial - Las Vegas, NV 89131	Las Vegas	NV	36.2812119	-115.261604	4	9	t	Beauty_and_Spas
eojCmqNcITAlgy5m0dA7jA	Creative Nails	3635 S Fort Apache Rd - Ste 202 - Spring Valley - Las Vegas, NV 89147	Las Vegas	NV	36.1248436	-115.297104	4	114	t	Beauty_and_Spas
FuZRtK2kf6iPHHwjjclnsQ	Nellis AFB Salon	5691 Rickenbacker Rd - Nellis AFB, NV 89191	Nellis AFB	NV	36.2398186	-115.043457	5	3	t	Beauty_and_Spas
YNQgak-ZLtYJQxlDwN-qIg	The Buffet	3131 Las Vegas Blvd S - 3131 Las Vegas Blvd S - The Strip - Las Vegas, NV 89109	Las Vegas	NV	36.1268883	-115.165588	4	2791	t	Restaurants
-2n-OHbbwIv3SY8RP9bgTQ	Maggiano's Little Italy	Fashion Show Mall - 3200 Las Vegas Blvd S - The Strip - Las Vegas, NV 89109	Las Vegas	NV	36.1282234	-115.172989	4	616	t	Restaurants
ngNvH4sxnH9aMukTZ67R_Q	Carnival World Buffet	Rio All Suite Hotel & Casino - 3700 W. Flamingo Road - Las Vegas, NV 89103	Las Vegas	NV	36.1178894	-115.189392	4	1071	t	Restaurants
rBPQuQgTcMtUq5-RYhY2uQ	Le Village Buffet	Paris Las Vegas Hotel & Casino - 3655 Las Vegas Boulevard South - The Strip - Las Vegas, NV 89109	Las Vegas	NV	36.1129303	-115.169968	4	1338	t	Restaurants
5FLRsYrT6w2VSDvQDhphXg	Fiamma Trattoria & Bar	MGM Grand Hotel and Casino - 3799 Las Vegas Blvd S - The Strip - Las Vegas, NV 89109	Las Vegas	NV	36.1015587	-115.172951	4	448	t	Restaurants
N50HceZf1595UtU867u4uQ	Fleur by Hubert Keller	Mandalay Bay Resort and Casino - 3950 Las Vegas Blvd - The Strip - Las Vegas, NV 89119	Las Vegas	NV	36.0920792	-115.17511	4	745	t	Restaurants
M-vOSYnyuaE2TsFJF0uMbQ	Lucille's Smokehouse Bar-B-Que	The District At Green Valley Ranch - 2245 Village Walk Dr - Anthem - Henderson, NV 89052	Henderson	NV	36.0214043	-115.086304	4	412	t	Restaurants
rmiK8V7l7NgEJSHJT-zWQQ	Las Vegas South Premium Outlets	7400 Las Vegas Blvd S - Southeast - Las Vegas, NV 89123	Las Vegas	NV	36.0549278	-115.169151	3	218	t	Shopping
J4qLz0nGzCTMf6-kf_SiQg	Carnegie	The Mirage Hotel and  Casino - 3400 Las Vegas Blvd S - The Strip - Las Vegas, NV 89109	Las Vegas	NV	36.1215477	-115.174515	3	578	t	Restaurants
xLCbkTYQaP-nij6mEfaw7A	Bookmans Entertainment Exchange	8034 N 19th Ave - Phoenix, AZ 85021	Phoenix	AZ	33.5542908	-112.099983	4	110	t	Shopping
1yx2zLskVTe5WQdYjL2Apw	Egg & I	4533 W Sahara Ave - Ste 5 - Westside - Las Vegas, NV 89102	Las Vegas	NV	36.1443939	-115.201637	5	832	t	Restaurants
fr1EyhR8-YgwWmN5oV4r8w	Burberry	7014 East Camelback Road - Scottsdale Fashion Square - Phoenix, AZ 85251	Phoenix	AZ	33.502327	-111.927597	4	3	t	Shopping
rZbHg4ACfN3iShdsT47WKQ	Bobby Q	8501 N 27th Ave - Phoenix, AZ 85051	Phoenix	AZ	33.5608521	-112.116196	5	720	t	Restaurants
5y88Y-RbndE0QNwQMeScew	American Apparel	526 S Mill Ave - Tempe, AZ 85281	Tempe	AZ	33.4246788	-111.940155	3	12	f	Shopping
yzYSY-yFyS64uL4lTnUysQ	DA's Modern	527 W McDowell Rd - Phoenix, AZ 85003	Phoenix	AZ	33.4656448	-112.081955	5	6	f	Shopping
c12WDNrP2wyQgbnEYDdxCw	MGM Grand Buffet	MGM and Hotel & Casino - 3799 Las Vegas Blvd S - Eastside - Las Vegas, NV 89109	Las Vegas	NV	36.1020546	-115.171356	3	503	t	Restaurants
tI3J5jomrBs--n7r92186g	Ping Pang Pong	4000 W Flamingo Rd - 4000 W Flamingo Rd - Las Vegas, NV 89103	Las Vegas	NV	36.1153107	-115.195198	4	398	t	Restaurants
GwSdGrvaXi4BdXNSWKn-EA	Changing Hands Bookstore	6428 S McClintock Dr - Tempe, AZ 85283	Tempe	AZ	33.3624573	-111.912666	5	187	t	Shopping
tn5SXZvWiT-uVsjXLGSrww	Village Seafood Buffet	Rio All Suite Hotel & Casino - 3700 W. Flamingo Road - Las Vegas, NV 89103	Las Vegas	NV	36.1181183	-115.187302	4	637	t	Restaurants
ehMlRCtT0-VFfSMOR2NrvA	Boot Barn	7265 Las Vegas Blvd. South - Southeast - Las Vegas, NV 89119	Las Vegas	NV	36.057888	-115.172607	4	30	t	Shopping
xfwRO04KbAPw_zRotCfWQQ	Hash House A Go Go	6800 W Sahara Ave - Westside - Las Vegas, NV 89146	Las Vegas	NV	36.1446686	-115.239952	4	2201	t	Restaurants
9Bnc9YP0n5cR57xkP6fQmQ	Top of the World Restaurant	Stratosphere Las Vegas - 2000 Las Vegas Blvd S - The Strip - Las Vegas, NV 89104	Las Vegas	NV	36.1475487	-115.155754	4	560	t	Restaurants
gGeVLZ9j_wAYKbaqgnKSJA	Tao Asian Bistro	The Venetian - 3355 Las Vegas Blvd S - The Strip - Las Vegas, NV 89109	Las Vegas	NV	36.1214561	-115.169609	4	820	t	Restaurants
QB1dMlATwesPf6rrJGLQww	Desert Ridge Marketplace	21001 N Tatum Blvd - Phoenix, AZ 85050	Phoenix	AZ	33.6760902	-111.971954	4	69	t	Shopping
FTV78oT5bgaH1lYSEZVEzA	Hobby Lobby	10045 W McDowell Rd - Avondale, AZ 85392	Avondale	AZ	33.4646912	-112.275879	4	23	t	Shopping
NK-8zniVfA21IQoQCynrDg	America	New York New York Hotel & Casino - 3790 Las Vegas Blvd S - The Strip - Las Vegas, NV 89109	Las Vegas	NV	36.1025887	-115.174568	3	234	t	Restaurants
AumuGuTg3HqvtwbLPi-ZCg	Satay Thai Bistro & Bar	3900 Paradise Rd - Ste N - Eastside - Las Vegas, NV 89169	Las Vegas	NV	36.1186981	-115.154266	4	256	t	Restaurants
8zL3V6rmFKBess3bxPLAoQ	Cravings Buffet at Mirage	The Mirage Hotel and  Casino - 3400 Las Vegas Blvd S - The Strip - Las Vegas, NV 89109	Las Vegas	NV	36.1212387	-115.174103	4	642	t	Restaurants
Gn7bMxhZgY0bivsthvJWJQ	Bayside Buffet at Mandalay Bay	Mandalay Bay Hotel and Casino - 3950 S Las Vegas Blvd - The Strip - Las Vegas, NV 89109	Las Vegas	NV	36.091938	-115.17659	3	533	t	Restaurants
RlrqwlKKAwzyxBAVoFMwBA	American Shooters	3440 Arville St - Chinatown - Las Vegas, NV 89102	Las Vegas	NV	36.1274338	-115.198631	4	124	t	Shopping
WNy1uzcmm_UHmTyR--o5IA	Cornish Pasty Company	960 W University Dr - Tempe, AZ 85281	Tempe	AZ	33.4227295	-111.951492	5	905	t	Restaurants
4gIV5MYpCDbNI-bL3g_tSw	Old Town Scottsdale	Scottsdale, AZ 85250	Scottsdale	AZ	33.4946747	-111.922958	4	66	t	Shopping
1M7ScVRCiUYJVqjDbBx5pQ	Anthropologie	2275 Village Walk Dr - Anthem - Henderson, NV 89052	Henderson	NV	36.0217247	-115.085312	4	24	t	Shopping
pQ3kRVmttsV1bHxuTf7TAg	The Lost Leaf	914 N 5th St - Phoenix, AZ 85004	Phoenix	AZ	33.4581947	-112.067688	4	274	t	Shopping
50nln4YPr0QDo_v1uBmHfg	Bouchon Bakery	3355 Las Vegas Blvd S - The Strip - Las Vegas, NV 89109	Las Vegas	NV	36.1217728	-115.169228	4	788	t	Restaurants
N-OADXqvljHA0JD-Q7pfgA	Sears	4604 E Cactus Rd - Phoenix, AZ 85032	Phoenix	AZ	33.5991478	-111.981522	4	13	t	Shopping
mD3_Ta6YURrSbF8Dft885w	FYE	937 E Broadway - Tempe, AZ 85282	Tempe	AZ	33.4074478	-111.924927	4	16	f	Shopping
8qL697NwICTc_ac0-26Ycw	Chandler Fashion Center	3111 W Chandler Blvd - Chandler, AZ 85226	Chandler	AZ	33.3022461	-111.897964	4	105	t	Shopping
UIhFRsZoPTWY38njcKKWiw	Fry's Electronics	6845 S Las Vegas Blvd - Southeast - Las Vegas, NV 89115	Las Vegas	NV	36.0651321	-115.174934	3	204	t	Shopping
vEeiIvhzz29rO-6EPFqkjQ	Tableau	3131 Las Vegas Blvd S - The Strip - Las Vegas, NV 89109	Las Vegas	NV	36.1264153	-115.167618	4	207	t	Restaurants
rNahhyqDlouyDMHh57p3ug	B&B Ristorante	The Venetian Hotel Casino - 3355 Las Vegas Blvd S - The Strip - Las Vegas, NV 89109	Las Vegas	NV	36.1230011	-115.168724	4	519	t	Restaurants
GRVMk9inxsLOmCnztVPQWw	Bellagio Gallery of Fine Art	Bellagio Resort and Casino - 3600 S Las Vegas Blvd - The Strip - Las Vegas, NV 89109	Las Vegas	NV	36.1125069	-115.177498	4	79	t	Shopping
6vKgpermKi8PNDYD5mkpKQ	Zia Record Exchange	1940 W Chandler Blvd - Chandler, AZ 85224	Chandler	AZ	33.3072968	-111.875404	4	31	t	Shopping
saCtN9IoDXPFk1KuB2FO6A	Melrose Pharmacy	706 W Montecito Ave - Phoenix, AZ 85013	Phoenix	AZ	33.4994278	-112.083321	4	29	t	Shopping
e9JhcYEgNbRL8i8CTdQO2w	Kierland Commons	15205 N Kierland Blvd - Ste 150 - Scottsdale, AZ 85254	Scottsdale	AZ	33.6246376	-111.930344	5	73	t	Shopping
eHN6eErehDXorUfE_u_rzA	Albertsons	750 E Guadalupe Rd - Tempe, AZ 85283	Tempe	AZ	33.3647003	-111.929947	3	6	t	Shopping
xxI4mlNAkbOxVTt9SufkNw	Ace Hardware & Rental-Scottsdale	10300 N Scottsdale Road - Paradise Valley, AZ 85253	Paradise Valley	AZ	33.5790405	-111.927299	4	6	t	Shopping
uKSX1n1RoAzGq4bV8GPHVg	St Francis Restaurant	111 E Camelback Rd - Phoenix, AZ 85012	Phoenix	AZ	33.5092621	-112.071815	4	743	t	Restaurants
2GX0N7hHmR9EuROfQ6fktg	Shooter's Vault	3202 E Greenway Rd - Phoenix, AZ 85032	Phoenix	AZ	33.6272316	-112.012115	5	15	t	Shopping
XgfKcL7eBJE9B66qoaIlJQ	Freed's Bakery	9815 S Eastern Ave - Southeast - Las Vegas, NV 89183	Las Vegas	NV	36.0109901	-115.119972	4	253	t	Restaurants
LJLHQgMIeDhzqzleWOSmqg	The District At Green Valley Ranch	2240 Village Walk Dr - Anthem - Henderson, NV 89015	Henderson	NV	36.0210419	-115.086861	4	81	t	Shopping
coP52gLXJLodXSNJUEB-Ug	Antique Mall of America	9151 Las Vegas Boulevard S - Suite 344 - Southeast - Las Vegas, NV 89123	Las Vegas	NV	36.0236359	-115.173721	3	23	t	Shopping
qt7FbvoCU6aJvZ9CgiN6bg	Jos. A. Bank	The District At Green Valley Ranch - 2225 Village Walk Dr, Ste 187 - Anthem - Henderson, NV 89052	Henderson	NV	36.0216255	-115.085236	4	9	t	Shopping
xzcbAF-YsyeCr4c0s3uq0A	Spa Mandalay	Mandalay Bay Resort & Casino - 3950 Las Vegas Boulevard - Las Vegas, NV 89136	Las Vegas	NV	36.2318573	-115.068176	4	109	t	Beauty_and_Spas
3uGQDrswQnDTns4ov0Ae3A	Roosters Men's Grooming Center	790 Coronado Ste 135 - Anthem - Henderson, NV 89052	Henderson	NV	36.0028839	-115.107819	4	30	t	Beauty_and_Spas
mzlfFGQGysd5iMaGbbxgpw	All Star Hair & Nails	1600 S Las Vegas Blvd - Ste 110 - Downtown - Las Vegas, NV 89104	Las Vegas	NV	36.1519394	-115.152534	4	29	t	Beauty_and_Spas
so5WuWyT05NeSzHU_67dWg	Mirage Nail and Spa	1005 S Arizona Ave - Chandler, AZ 85248	Chandler	AZ	33.2907448	-111.841431	4	15	t	Beauty_and_Spas
T9rA3hcdT9s3i4z_VUrgvA	Charlie's Nails	3124 E Camelback Road - Phoenix, AZ 85016	Phoenix	AZ	33.5100136	-112.01519	2	10	t	Beauty_and_Spas
rh4PhLk_jZQcpIxkQ4JT4A	Luxury Paulene's Nails	14676 N Frank Lloyd Wright Blvd - Ste 145 - Scottsdale, AZ 85260	Scottsdale	AZ	33.619133	-111.876846	3	15	t	Beauty_and_Spas
8oMeYOC-BrtfvoRto6KBaw	Q Royal Nail and Spa	15231 N 87th St - Scottsdale, AZ 85260	Scottsdale	AZ	33.6239853	-111.892128	3	9	t	Beauty_and_Spas
_RGFp7n1u-PBo8BjGXYgRQ	Prestige Nails and Spa	2815 S Alma School Rd - Chandler, AZ 85248	Chandler	AZ	33.2624817	-111.857567	4	10	t	Beauty_and_Spas
UZUcfInMD3LEwf99sswUoQ	Boulevard Salon	8174 Las Vegas Blvd S - Ste 105 - Southeast - Las Vegas, NV 89123	Las Vegas	NV	36.0410233	-115.172241	5	102	t	Beauty_and_Spas
doub1ZRqO_wScrmHGLNeYg	Desert Nails	7345 S Durango Drive - Southwest - Las Vegas, NV 89113	Las Vegas	NV	36.0547638	-115.280525	3	26	t	Beauty_and_Spas
l2lpBXx8jKl87J2szyJRuQ	Fashion Show	3200 Las Vegas Blvd S. Ste. 600 - The Strip - Las Vegas, NV 89109	Las Vegas	NV	36.1234131	-115.171951	4	492	t	Shopping
vEEjLaibx9ej2DqL1HpU0A	Casa Fuente Cigars	The Forum Shops - 3500 Las Vegas Blvd S - The Strip - Las Vegas, NV 89109	Las Vegas	NV	36.1194077	-115.174187	4	154	t	Shopping
ianvVTA81I6lilpN1e0Cig	Magnolia Lane	2260 Village Walk Dr - Ste 100 - Anthem - Henderson, NV 89052	Henderson	NV	36.0214615	-115.087685	4	13	t	Shopping
J-eUjXNQOL1IFFxacYOyoQ	Cartridge World	3655 S Rainbow Blvd - Ste 104 - Chinatown - Las Vegas, NV 89103	Las Vegas	NV	36.122715	-115.243095	4	13	t	Shopping
QdHebEly47rw2nrfbUCMMA	Tokyo Discount No 2	4960 S Fort Apache Rd - Spring Valley - Las Vegas, NV 89148	Las Vegas	NV	36.098793	-115.29493	4	37	t	Shopping
uA3XsQqogLsjP7clEdt00w	Tokyo Discount	9890 S Maryland Pkwy - Southeast - Las Vegas, NV 89183	Las Vegas	NV	36.0101585	-115.135307	4	42	t	Shopping
LLDGTT7FExklkQvHebEjRg	Joe's Seafood Prime Steak & Stone Crab	The Forum Shop at Caesars Palace - 3500 Las Vegas Blvd S, Ste R-05 - The Strip - Las Vegas, NV 89109	Las Vegas	NV	36.1181946	-115.172974	4	889	t	Restaurants
Pz7SWZQhxL6ZbhL9jE2NTA	MIX	Mandalay Bay Resort & Casino - 3950 Las Vegas Boulevard - The Strip - Las Vegas, NV 89119	Las Vegas	NV	36.0930672	-115.177811	4	878	t	Restaurants
Qt0PRaIzUd3oQMRgqm1NmA	Dailey's Ace Hardware	2718 N Green Valley Pkwy - Henderson, NV 89014	Henderson	NV	36.0704384	-115.082108	5	10	f	Shopping
05tazaFQt1EnQ_Gk_1AFyg	Nine Fine Irishmen	New York New York Hotel and Casino - 3790 Las Vegas Blvd S - The Strip - Las Vegas, NV 89109	Las Vegas	NV	36.1030884	-115.173523	4	508	t	Restaurants
h6jfMpTZpNduLG0wE2tbaw	Hana Japanese Eatery	5524 N 7th Ave - Phoenix, AZ 85013	Phoenix	AZ	33.5173988	-112.082466	4	288	t	Restaurants
YrIfgzLj0DPStJ1ESAS_Qg	Hot N Juicy Crawfish	4810 Spring Mountain Rd - Ste C & D - Chinatown - Las Vegas, NV 89102	Las Vegas	NV	36.1265907	-115.206306	4	1076	t	Restaurants
cnvdbnfyINH40fprm9izqA	Albertsons	7350 S Rainbow Blvd - Southwest - Las Vegas, NV 89139	Las Vegas	NV	36.0547409	-115.241737	4	29	t	Shopping
gHq5ZzOCvQ7-2pVCpORy6A	Galleria Mall at Sunset	1300 W Sunset Rd - Henderson, NV 89014	Henderson	NV	36.0671692	-115.04274	4	106	t	Shopping
pG9AXrNWpjhX8p4Bz7bLrA	Miracle Mile Shops	Planet Hollywood Resort & Casino - 3663 Las Vegas Blvd S - The Strip - Las Vegas, NV 89109	Las Vegas	NV	36.1098633	-115.169937	4	308	t	Shopping
FABjKVuA6qUgE2_wB6tUsw	Custo Barcelona	3500 Las Vegas Blvd S - The Strip - Las Vegas, NV 89109	Las Vegas	NV	36.1183968	-115.172943	4	4	t	Shopping
2e2e7WgqU1BnpxmQL5jbfw	Earl of Sandwich	3667 Las Vegas Blvd. S. - Planet Hollywood Resort & Casino - The Strip - Las Vegas, NV 89109	Las Vegas	NV	36.1092072	-115.172592	5	3655	t	Restaurants
blbv5orsmJ_u8v_51CXBgQ	aka Green	8100 E Indian School Rd - Scottsdale, AZ 85250	Scottsdale	AZ	33.495121	-111.906349	5	4	f	Shopping
mzVhCMNkndrgdZFqducydg	Target	1800 E Rio Salado Pkwy - Ste 120 - Tempe, AZ 85281	Tempe	AZ	33.4301796	-111.905495	4	40	t	Shopping
Zb6DZ4OGmKWcEGc9h1ew1w	The Gift of Lights	2601 E Sunset Rd - Southeast - Paradise, NV 89120	Paradise	NV	36.0678024	-115.11412	4	5	f	Shopping
PmPOuRvuN3CoNOi1nBj_TQ	Pappadeaux Seafood Kitchen	11051 N Black Canyon Hwy - Phoenix, AZ 85029	Phoenix	AZ	33.5877647	-112.115898	4	407	t	Restaurants
lPh02W25cOrAz57UbTpbFQ	Oyshi Sushi	7775 S Rainbow Blvd - Southwest - Las Vegas, NV 89113	Las Vegas	NV	36.0473061	-115.244156	4	658	t	Restaurants
3fj1catIDdJbnrprKAbMDQ	Off Chute Too	4111 N 7th Ave - Phoenix, AZ 85013	Phoenix	AZ	33.4954147	-112.082993	5	15	t	Shopping
O-Xa9GCFWI65YiBD5Jw_hA	Mastro's City Hall Steakhouse	6991 E Camelback Rd - Scottsdale, AZ 85251	Scottsdale	AZ	33.5018692	-111.931923	5	454	t	Restaurants
j2KCZNlWnu-L4j0yJ3zAHA	More Buffet at Luxor	Luxor Hotel and Casino - 3900 Las Vegas Blvd S - The Strip - Las Vegas, NV 89109	Las Vegas	NV	36.0945473	-115.177261	2	319	t	Restaurants
26DWDgTLuo4qhDbLDJHIdg	Barnes & Noble	7030 E Greenway Pkwy - Scottsdale, AZ 85254	Scottsdale	AZ	33.6233597	-111.92865	4	17	t	Shopping
akCEmlqxFOTpn2oxSPDLkA	Paradise Valley Mall	4568 E Cactus Rd - Phoenix, AZ 85032	Phoenix	AZ	33.6011162	-111.983437	3	83	t	Shopping
3e9IUI5Dt-ktDKEQNkENVA	Walmart	3721 E Thomas Rd - Phoenix, AZ 85018	Phoenix	AZ	33.4790001	-112.000893	2	63	t	Shopping
3MmHmJXr8Ltk_Z5EGE4KUw	Carnevino	The Palazzo - 3325 Las Vegas Blvd S - The Strip - Las Vegas, NV 89109	Las Vegas	NV	36.1245804	-115.168411	4	772	t	Restaurants
ta6GXjcGAhMlC-KtxX6VfQ	Canyon Ranch SpaClub	3355 Las Vegas Blvd South - Suite 1159 - The Strip - Las Vegas, NV 89109	Las Vegas	NV	36.1229897	-115.170219	4	274	t	Beauty_and_Spas
gg0j4D4A1JJxLJvEMgvrDw	Great Clips	10620 Southern Highlands P - Southwest - Las Vegas, NV 89141	Las Vegas	NV	35.9968834	-115.20755	4	7	t	Beauty_and_Spas
yEcd-Tu1gHDu6mruYkpVqg	BOX	4750 W Sahara Ave - Ste 28 - Westside - Las Vegas, NV 89102	Las Vegas	NV	36.1472015	-115.189201	5	60	f	Beauty_and_Spas
JfMWD7eZHg1IfBVGZdPamw	Diva Nail Spa	7240 W Azure Dr - Centennial - Las Vegas, NV 89130	Las Vegas	NV	36.2736778	-115.254234	4	41	t	Beauty_and_Spas
aB2w4XFUi2Djp4t-XDLBOQ	Nails R US	55 S Valle Verde Dr - Henderson, NV 89012	Henderson	NV	36.0257416	-115.06366	4	58	t	Beauty_and_Spas
G2Re2E5Jkv_UF1xrenSsDg	Macy's	4500 E. Cactus Road - Phoenix, AZ 85032	Phoenix	AZ	33.5993385	-111.982086	4	18	t	Shopping
CPaFYTecafyEqrmmI34ZBw	Michaels	4727 E Cactus Rd - Phoenix, AZ 85032	Phoenix	AZ	33.5980415	-111.97905	3	12	t	Shopping
naLrErBuJr9IWd6_rv6-XQ	CUT	The Palazzo - 3325 Las Vegas Blvd S - The Strip - Las Vegas, NV 89109	Las Vegas	NV	36.1243782	-115.168762	4	718	t	Restaurants
Fh6OndE60vzvyhCX1Wg7Aw	In-N-Out Burger	4888 Dean Martin Dr - Las Vegas, NV 89136	Las Vegas	NV	36.1013145	-115.182205	4	502	t	Restaurants
NsnZ5GhagXBKrCOelxVQxw	SUSHISAMBA Las Vegas	The Palazzo - 3327 Las Vegas Blvd S - The Strip - Las Vegas, NV 89109	Las Vegas	NV	36.1239777	-115.167755	4	1132	t	Restaurants
HZf4PgSXgGZ0EPGa-cuUPQ	Macy's	7014 East Camelback Road - Suite 5000 - Scottsdale, AZ 85251	Scottsdale	AZ	33.5025101	-111.929024	3	33	t	Shopping
EkVVyv9lsB02qE0kXpuccA	Pitaya	534 S Mill Ave - Tempe, AZ 85281	Tempe	AZ	33.4248543	-111.940056	4	17	t	Shopping
sGXtpt1bkeZgjBeCbegZXA	DSW Designer Shoe Warehouse	2100 North Rainbow Boulevard - Las Vegas, NV 89108	Las Vegas	NV	36.1975708	-115.238388	4	31	t	Shopping
NdWepl0uhdzWDLANul0Uqg	Forever 21	3200 S Las Vegas Blvd S - The Strip - Las Vegas, NV 89109	Las Vegas	NV	36.1274261	-115.170815	4	147	t	Shopping
xNcqwYAUeVOhe3KNC4Xjaw	Raku	5030 Spring Mountain Rd - Chinatown - Las Vegas, NV 89146	Las Vegas	NV	36.1264381	-115.209549	5	705	t	Restaurants
3fV9sL5LklD9ZSeONKmjkw	BLT Burger	The Mirage Hotel and Casino - 3400 Las Vegas Blvd S - The Strip - Las Vegas, NV 89109	Las Vegas	NV	36.1231613	-115.173683	4	833	t	Restaurants
5GKbGn9-fAgQ0njSh3OJ8A	LAVO Italian Restaurant & Lounge	3325 Las Vegas Blvd S - The Strip - Las Vegas, NV 89109	Las Vegas	NV	36.1244354	-115.169067	4	1019	t	Restaurants
cxNssAOXk9N6McTeD0LwiQ	Michaels	55 S McClintock Dr - Tempe, AZ 85281	Tempe	AZ	33.4308472	-111.908058	3	24	t	Shopping
IVv4Lr5_OXuezqe9vct8_g	Old Navy	21001 N Tatum Blvd - Phoenix, AZ 85050	Phoenix	AZ	33.6786156	-111.974609	4	9	t	Shopping
ryvMJK6AlbU35HKrlFT61w	Texas de Brazil	Town Square Shopping Center - 6533 S Las Vegas Blvd - Southeast - Las Vegas, NV 89119	Las Vegas	NV	36.0685844	-115.178604	4	790	t	Restaurants
vWuvLRUj-RRVDGxQZf32kw	Old Navy	16215 N Scottsdale Rd - Scottsdale, AZ 85255	Scottsdale	AZ	33.633728	-111.925316	3	8	t	Shopping
kKcniirsMqUd_x0pZEGcWA	T&T - Tacos and Tequila	Luxor Hotel & Casino - 3900 Las Vegas Blvd - The Strip - Las Vegas, NV 89119	Las Vegas	NV	36.0970154	-115.175896	4	395	t	Restaurants
iZFBEWy5goKIspxXLVmcpg	Oxfam	120-122 Nicolson St - Newington - Edinburgh EH8 9EJ	Edinburgh	EDH	55.9442558	-3.1835587	5	14	t	Shopping
cpEvyoXL5Z6fbMQ6HZaVTg	Bethany Shop	65 Bonnington Road - Leith - Edinburgh EH6 5JQ	Edinburgh	EDH	55.9715424	-3.17699885	5	4	t	Shopping
6imLt53br7SJ3av07jjH7w	Hanny's	40 N 1st St - Phoenix, AZ 85004	Phoenix	AZ	33.4492264	-112.072853	4	430	t	Restaurants
OE5nAmaSVaopeRS1Cs9Kuw	Fogo de Chão Brazilian Steakhouse	6300 North Scottsdale Rd - Scottsdale, AZ 85253	Scottsdale	AZ	33.5299034	-111.926437	4	383	t	Restaurants
n2GvkLwD8kjrovGYimpoBg	J Goldman	Bethany East Shopping Center - 1515 E Bethany Home Rd, Ste 156 - Phoenix, AZ 85014	Phoenix	AZ	33.5074806	-112.037628	5	8	t	Shopping
HXATHtS6NpV7UrOVZZ4PGw	Fresh & Easy Neighborhood Market	1450 W. Horizon Ridge Pkwy, # 415 - Ste 415 - Henderson, NV 89012	Henderson	NV	36.0223579	-115.050255	4	21	f	Shopping
9c_9SX-7hB7HW8KatQbD8g	Coronado Cafe	South Point Hotel and Casino - 9777 Las Vegas Blvd S - Southeast - Las Vegas, NV 89183	Las Vegas	NV	36.011425	-115.174194	4	216	t	Restaurants
91uSm9J20iRmqe7qmINs4w	The LEGO Store	Chandler Fashion Center - 3111 W Chandler Blvd - Chandler, AZ 85226	Chandler	AZ	33.305233	-111.902611	5	18	t	Shopping
RhbOa-Ft3sZB4B_1j5LfyA	Mr. Mama's	5580 S Decatur Blvd - Ste 112 - Las Vegas, NV 89118	Las Vegas	NV	36.0887756	-115.207336	5	703	t	Restaurants
vxxMqBaAHuWdx4impsLSSA	Studio B	12300 Las Vegas Blvd - Henderson, NV 89044	Henderson	NV	35.9647789	-115.168526	4	1336	t	Restaurants
MjNHFNzphMaDI5d-VLEj2Q	Savers	1231 W Warm Springs Rd - Bldg F - Henderson, NV 89014	Henderson	NV	36.0534782	-115.038979	4	33	t	Shopping
Xhg93cMdemu5pAMkDoEdtQ	Serendipity 3	Caesars Palace Las Vegas Hotel & Casino - 3570 Las Vegas Boulevard South - The Strip - Las Vegas, NV 89109	Las Vegas	NV	36.1172676	-115.177856	3	2682	t	Restaurants
VQAL0hpGZVDgFuTU_x3N9w	CVS Pharmacy	2406 E Thomas Road - Phoenix, AZ 85016	Phoenix	AZ	33.4808006	-112.029549	3	8	t	Shopping
LUpmo9ApE-W69SC8K1Wsfg	Rolfs Salon At Gainey Village	8787 N Scottsdale Rd - Ste 202 - Scottsdale, AZ 85253	Scottsdale	AZ	33.5460014	-111.968277	4	21	t	Beauty_and_Spas
WGNIYMeXPyoWav1APUq7jA	The Lady Luck Tattoo Gallery	961 E Guadalupe Rd - Tempe, AZ 85283	Tempe	AZ	33.3637619	-111.927299	4	35	t	Beauty_and_Spas
-sC66z4SO3tR7nFCjfQwuQ	Gallo Blanco	401 W Clarendon Ave - Phoenix, AZ 85013	Phoenix	AZ	33.4914055	-112.079132	4	837	t	Restaurants
rBCX6nU2ub6v8ErfzXyjtg	Crystals at CityCenter	The Shops at Crystals - 3720 Las Vegas Blvd S - The Strip - Las Vegas, NV 89109	Las Vegas	NV	36.1081581	-115.174477	4	187	t	Shopping
pwpl-rxwNRQdgqFz_-qMPg	The Parlor	1916 E Camelback Rd - Phoenix, AZ 85016	Phoenix	AZ	33.5094452	-112.040398	4	694	t	Restaurants
D_BMUHbZk67hzRcK3xQQmg	Mount Everest India's Cuisine	3641 W Sahara Ave - Westside - Las Vegas, NV 89102	Las Vegas	NV	36.1439552	-115.189819	5	386	t	Restaurants
OiCxoAIoBvEWxf7p1qVVmA	Sage	Aria Resort and Casino - 3732 Las Vegas Blvd S - The Strip - Las Vegas, NV 89109	Las Vegas	NV	36.1075783	-115.176498	4	646	t	Restaurants
zTCCbg7mGslxACL5KlAPIQ	The Buffet at ARIA	Aria Resort and Casino - 3743 Las Vegas Blvd S - The Strip - Las Vegas, NV 89109	Las Vegas	NV	36.1079407	-115.175774	3	995	t	Restaurants
