user_id	name	review_count	yelping_since	fans	cool	cute	funny	hot	list	more	note	photos	plain	profile	writer	uv_cool	uv_funny	uv_useful	average_rate
oCvMeYROtvGBdzNDLFyh8Q	Greg	19	2010-10-01	0	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	3	6	23	high
HSX8YUznjYXOFHTzQ3OE9A	Amber	15	2011-04-01	0	NA	NA	NA	4	NA	1	1	NA	2	NA	5	22	9	59	high
rU_uVQ72X9j0-Oz6x1Zs5A	Kayla	12	2013-05-01	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	7	high
IewBj3aDep_I391ry22RhA	Jeremy	7	2014-06-01	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	high
qRY6kVlUasvY6wdhH-TLLQ	Karen	2	2011-01-01	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1	high
SKCoRx75JW-ekkMxpVMgww	josh	17	2011-07-01	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8	11	20	high
dji-3ZSLA33ndPPYT0p7BA	cassandra	129	2009-08-01	4	6	2	1	9	NA	NA	6	2	6	NA	2	137	104	263	high
Yp__0HBYhkwYYjaOCoN39Q	Elizabeth	36	2011-06-01	0	3	NA	1	2	NA	NA	NA	NA	3	NA	1	14	7	15	high
I4OO-0ka4ENcS9mAByRAbQ	M	4	2011-08-01	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	2	high
KKUcZs6YSXR3-E0RBFjpcQ	L.	68	2011-04-01	0	1	1	NA	NA	NA	NA	1	NA	NA	NA	NA	14	3	44	high
CvE_06M3UeSwSxSMobXw9Q	John	39	2012-11-01	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	5	15	high
xuWCwxPvt7-Iv8tEPeJwVQ	Lesley	296	2010-06-01	9	50	NA	10	19	1	3	7	1	22	NA	13	292	257	576	high
fQd0MUECj1uMLYwUPRqJdw	Joseph	25	2011-12-01	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	3	14	high
zlclvg5aUgkakxacIpCNuQ	Tiff	10	2013-11-01	0	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	2	1	2	high
HLmyOyTyDMYSvt2R_jCVcQ	Kristen	4	2012-10-01	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	5	high
fO2Wrz-Ymk-bDeVjeYjqtQ	Sarah	41	2009-07-01	2	6	NA	5	17	NA	2	5	8	4	NA	8	87	62	171	high
xQTenws2XsL_1gKL6DeZ9A	Arnold	18	2008-06-01	2	32	NA	12	11	NA	1	5	2	38	1	1	73	63	79	high
b1IBftHdMwRCo7w1qJ-15g	Tram	35	2011-02-01	1	3	NA	3	1	NA	NA	1	NA	4	NA	5	19	14	52	high
6a626hnO7rA4dfbSmqtecg	Joe	24	2012-08-01	0	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	2	1	5	high
Uz7KmdC7YDkWPNQUrGy4pg	PoSai	34	2012-03-01	0	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	5	5	16	high
zPfZdsTf1VmMxpirft8zVQ	Luke	8	2010-08-01	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	2	3	high
TxkXU6vodgPxr-G9jlHL1w	Ava	35	2013-01-01	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	2	17	high
OjYUBg2IgOM3gd6O2PVv7g	Jen	50	2011-03-01	2	NA	NA	NA	1	NA	NA	2	NA	NA	NA	NA	9	10	57	high
lgJXQ8UQPpUOe78RAsAjzw	Katrina	46	2011-03-01	3	31	NA	13	11	NA	4	9	2	12	NA	1	48	32	68	high
CcnyFhixeLLIw8UWYdiU9g	mike	16	2011-02-01	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11	7	53	high
M-PMQVqUR-B3ZorwEQMrPA	Joie	139	2008-10-01	15	191	6	89	209	NA	9	29	7	95	3	17	398	329	481	high
P1WRiLuT7C7Yb-yt0nXk_A	Jason	6	2013-12-01	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	high
IE7A_BL2OJkFphY_kdMLTQ	quwazee	7	2010-12-01	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	1	3	high
bQwEZin9uhim4KqzCldV7g	K	2	2014-01-01	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	high
ZFDpQyYIFYmjuwH71Rv3LQ	Diana	13	2009-07-01	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	5	high
jb9JTKuVw4GvrBQtAU7CQQ	Soyoun	3	2010-05-01	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	3	6	high
IrH6sQrwQ14MgC3sWmycFg	Randie	1	2011-10-01	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1	high
iRyLGXOUWCB3mUIw-be86g	Shintau	23	2008-11-01	2	2	NA	NA	1	NA	1	NA	NA	1	NA	NA	5	5	13	high
WMnXfDQkEOqJ5rMb_-GrgA	Kate	18	2012-02-01	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	7	high
WkqZndijFBDI5Br5U4FnvA	Michelle	14	2012-08-01	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	3	8	high
X7dxykmIV9LL5ZxLtgQYXA	Robbie	121	2013-09-01	2	12	NA	1	2	NA	NA	2	NA	17	NA	7	85	70	124	high
JsimV2W4h6_H6sybcPyU4Q	Laura	72	2013-03-01	4	8	NA	NA	NA	NA	NA	1	NA	3	NA	5	61	46	107	high
dHlNnMw5wAeH_lWWtxJGuQ	Jennifer	10	2008-05-01	0	1	NA	NA	2	NA	NA	NA	NA	1	NA	NA	9	2	19	high
dJSZe52oF2PRROwhBbOTHg	Heifer	22	2010-01-01	0	2	NA	NA	1	NA	NA	NA	NA	NA	NA	1	5	5	12	high
8wKk2sy3iuPci4odwrVG2g	Alvin	13	2009-09-01	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	2	high
HYSIr5gcOhCuWFMTzUR8XQ	Mindy	9	2010-01-01	0	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	3	1	9	high
DfiIi9aFcLrfN8cQNOwh3w	Linda	5	2013-04-01	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1	high
FUjxSfLSJXLZqJoE5vIu3A	Karen	1	2013-06-01	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1	high
L5J48U4acxyjgZ7JHeGDgg	Monica	78	2009-06-01	4	15	2	14	16	4	4	7	2	17	NA	6	86	98	150	high
SglpxCh3Kt_Vo4tm58oY6w	April	18	2012-07-01	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	1	11	6	27	high
tblTRSqWLZ-y0celp1j4iQ	Bryan	2	2013-11-01	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	3	high
thAHMoZfhZhfM53yA6UnTw	Jane	73	2011-05-01	3	3	NA	1	3	NA	2	1	NA	1	NA	2	25	14	71	high
vLtUlhN0sFbVI-0_E9M0JA	Steve	142	2007-10-01	2	6	NA	7	2	1	2	2	2	8	1	5	75	79	215	high
SnMK74nnvqEtpT5JsoUTJw	Eli	42	2009-03-01	5	6	NA	1	2	NA	NA	2	1	5	NA	NA	95	100	113	high
n3qwZp4LVzijrNFvBqIDtA	Jon	8	2013-03-01	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1	high
RqeC8jGq757SbtfY5RppQw	Kristine	5	2013-07-01	0	NA	NA	NA	2	NA	NA	NA	NA	1	NA	NA	2	1	6	high
4b5KLpv8nL_0KBegDd7RVg	Damon	2	2011-04-01	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	high
MK_RTQD7KIcvqLrTeE9bYg	Mahina	159	2010-05-01	13	10	1	NA	10	NA	2	1	3	4	2	13	106	53	221	high
cAQQH7FIK4xGxosH5JJd_w	Caci	8	2011-10-01	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	6	16	high
_IIfEfcOpH2_7ytiDyE2TA	Mobi	5	2010-12-01	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	0	0	high
eMWZ2mRO1dP3sdr9jYrwXw	Cheryl	466	2009-09-01	30	118	7	23	71	16	5	33	16	58	NA	30	559	378	840	high
b-weKvO7cEBbUSz5NhHm-g	Juan	2	2009-09-01	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	high
MB9kA-ljmg0Bw8hWPUHy_A	Nina	103	2013-06-01	1	13	NA	NA	9	NA	2	9	1	7	NA	7	87	40	162	high
PQA3Y6mgzvGQt5WrvLeccg	Joel	85	2010-09-01	1	1	NA	NA	1	NA	1	1	NA	NA	NA	NA	20	26	49	high
o-xDgt535DhMFJh4YKMNOA	Jennifer	6	2011-11-01	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	6	high
oMgPwpVXUbGG3EeR78HxWw	Mike	11	2013-05-01	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	1	3	high
G027C4DLWV-9CAZKy5wbsg	Rubi Anne	30	2009-08-01	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	4	25	high
VP8p0UYM0i9EOdhT8cm2Gg	Kristy	19	2010-11-01	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	1	14	high
kL0gNxwkrO0AWtv0vj_ahA	Amaury	1	2012-11-01	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	0	high
Wj-8vULuUnXdHsV4AQCEQQ	Jesse	5	2014-03-01	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	0	14	high
U4jJRAu06Ya2yV-50kfPcw	David	14	2012-04-01	0	NA	NA	1	NA	NA	NA	NA	NA	1	NA	1	15	8	25	high
oYb_8QzvE5XZQEVY_T3fHw	Ron	22	2011-10-01	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15	15	25	high
VCK3eQKToEkmu8jdSEbTwQ	Joel	36	2011-11-01	1	1	NA	NA	NA	NA	NA	NA	NA	3	NA	1	57	33	76	high
CIXGdgwXUbtF5z-ujAORWw	Nancy	88	2007-11-01	3	5	2	NA	3	NA	1	2	NA	6	NA	3	65	10	75	high
f-rNAfg27IqcG66l-Rk5aA	Yvette	9	2013-01-01	0	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	1	8	7	10	high
BMO1gWhuqtkkmH_X1sNxpg	Jon	31	2010-08-01	1	1	NA	1	NA	NA	NA	2	NA	NA	NA	NA	12	6	24	high
ysGiD3bMHO3wBw9UAEiwsw	Kaelee	27	2012-05-01	0	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1	9	10	27	high
hFA6eAdTSsECBh6qDnq3Ug	Jon	74	2011-12-01	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	2	17	16	52	high
hRz7dn5NjwNnU_RNIJEIMA	Wendy	11	2011-01-01	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	3	high
6ws6UtB_Co8ruJHwvc5xtQ	Ryan	25	2010-12-01	0	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1	1	4	low
KUtzHIs-Y2Va3STDlWa0iA	Dave	420	2005-12-01	32	93	6	32	46	NA	14	38	15	40	4	47	419	263	1237	low
p4VkQXcLH2FldlgdxqFp9Q	Sarah	14	2007-09-01	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	4	12	low
UkEJXppCQoiT0-4RsrFejA	Esther	622	2008-05-01	19	234	2	50	110	NA	19	31	15	108	11	102	1490	1372	1871	low
SypZOB5lpw_pGMZd4XIlOg	Ponchai	5	2012-06-01	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1	low
EwuY1PA3d_CwXyfHkwowTg	Rebecca	35	2008-09-01	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	1	18	25	74	low
X9oGM2Uvpu4qeYGRwQLWAg	Susan	11	2012-09-01	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	5	low
QdD8xtYML5a4Nch6NWEpLA	Scott	5	2013-05-01	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	8	low
jd2I4RZqZ3cjBLtkp7LFZg	A	5	2011-01-01	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	3	1	low
k_azqxVgdB2V0QjJf5aTUA	Natalie	119	2012-04-01	4	26	NA	5	19	NA	4	10	2	7	2	2	63	44	127	low
kkzoTv-HgIz3JZw2y9y-Gg	Hil	44	2012-10-01	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	5	low
KJDymAcoPiW_vuqthGxfpQ	Stacy	333	2011-12-01	8	47	1	1	19	NA	2	14	1	30	1	38	350	241	510	low
lXjZyfQGvF6MIiSKAobDPQ	Kelly	10	2010-12-01	0	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	2	4	7	low
Ye4eyjekhPaG2SyiQv1WUQ	Emily	9	2009-06-01	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	0	7	low
3tDApCNi4PyQMJQgRR3Ncg	Chris	209	2011-07-01	6	3	NA	2	NA	NA	4	1	NA	6	NA	4	42	69	186	low
9Yq6Lbzc9qMnKQvyV7wKBA	Shan	7	2009-07-01	0	NA	NA	1	NA	NA	NA	1	NA	NA	NA	NA	0	3	14	low
9yyOm0M0e0UAICGzXZLCmA	Eric	67	2012-01-01	1	NA	NA	NA	NA	NA	NA	1	NA	1	NA	NA	13	29	85	low
MsqP0CXBrvOpYly-O3mAMQ	Rob	21	2007-12-01	0	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	14	15	25	low
14Odpn7UTETHNepJvpUV0Q	Martin	2	2013-06-01	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	10	low
USow8ZJ456AunsuhN_8wjw	Nicholas	79	2009-10-01	1	5	NA	NA	3	NA	1	NA	NA	3	NA	3	122	107	220	low
F_Dyb5EW1nhQuTffTOl1WA	Michael	1	2013-06-01	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	4	low
oo3R8PCW1ltpoNPeGsuoCQ	Albert	97	2006-02-01	0	6	2	3	3	NA	1	4	1	2	NA	NA	14	23	50	low
hf1sMYNHOxisdUlakvYKQA	Juliana	271	2012-02-01	8	60	5	35	62	NA	5	40	8	46	4	5	236	247	441	low
BlNx89A_4I5khhawpA-i7A	Ben	7	2012-06-01	0	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0	2	21	low
HV1YKfnN5LRO8s5f3UHWOw	Keith	7	2011-06-01	1	NA	NA	NA	1	NA	1	2	NA	NA	1	NA	4	7	13	low
1Ib0FDveHWB9T40lwEUiDw	Michelle	256	2008-09-01	25	40	3	11	21	1	6	17	2	42	1	30	288	172	535	low
oK51R-573U_oB6tLslClLg	Tina	30	2013-02-01	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	2	21	low
AkLRwgw9ljUqXWyBNzpqXQ	Aaron	42	2006-08-01	5	20	3	8	10	NA	3	13	2	6	1	NA	109	151	120	low
DxbN2BD5ULWa-LC5IMOPZQ	Paula	16	2013-01-01	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	3	19	low
KHdL4qXibF-Sp0lqGCaQ9A	Shannon	291	2009-03-01	4	5	NA	NA	2	NA	2	8	NA	4	NA	6	248	234	491	low
P1qwZrslRv9KS9vPJNXe4g	Patrick	606	2007-04-01	32	135	2	74	24	2	20	26	7	56	2	69	1042	1458	1574	low
OXWWC30x-1Ee0B6hXLLZfw	Steven	1093	2007-07-01	57	142	5	56	53	4	12	56	10	108	10	39	2289	2154	3935	low
hrYTy0jHjEV_Ywkuyhn_7g	Joey	81	2011-01-01	3	6	NA	11	8	1	6	5	NA	2	NA	10	116	186	207	low
7qHeiucJ_Rlwb72jZ9npow	Angelie	7	2013-01-01	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	low
LQfNcSsABj-a3lDGgqEt3w	Sarah	30	2012-01-01	1	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	8	4	32	low
Q-CpIWCG_VYN-tl47crPNw	Sib	43	2009-01-01	0	1	NA	NA	NA	NA	NA	2	NA	2	NA	1	18	9	56	low
96QoVG4OvT3sdeaDsoOrog	Dave	52	2011-01-01	3	2	1	1	NA	NA	NA	NA	NA	1	NA	NA	4	45	82	low
m3NA875gE5cpiAo4s7686g	Yili	4	2011-11-01	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	low
JbX7xQ1TauSKpk37fZEESw	Assman	39	2011-04-01	2	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	5	14	27	low
eeB3QY-2GFjFzbbGO61fqQ	Jason	180	2009-12-01	4	13	1	12	NA	NA	3	7	NA	17	NA	9	92	163	332	low
eQSj2Pg6zlybas4UfipmrQ	K	60	2013-05-01	1	1	NA	NA	NA	NA	1	1	NA	2	NA	NA	21	3	50	low
TDy9Xfz-famK1PV3hzFBNA	Tracy	105	2011-05-01	4	5	1	1	2	NA	6	2	1	2	NA	2	35	42	84	low
QcrDZ9MFb6-9aGAo0hnVvQ	Judy	6	2013-10-01	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	0	low
jKL5r5nqyrbKnLYOZBMeKw	DAHL	41	2008-04-01	2	6	1	1	5	NA	4	1	3	5	1	7	58	60	111	low
PlELOILbiz_Gy8MAEVKjIQ	Chrystel	86	2008-06-01	0	1	NA	NA	NA	NA	1	1	NA	1	NA	NA	12	7	79	low
kaV3R9ut1lwwJv5gQITa-w	Leanne	739	2006-03-01	18	29	1	10	16	2	3	27	2	20	1	17	263	376	801	low
9aopoMdaOVkVMKTHNPdUUw	Brian	896	2009-10-01	37	81	3	45	29	16	5	42	18	196	3	23	1910	1463	2884	low
gGAPuweXI6y5GNh3xXy7Pw	Colton	7	2009-04-01	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	2	low
ZYk9qmZbrLLT8D43af2Uhg	Kirk	163	2010-03-01	2	8	1	NA	7	NA	2	3	NA	6	1	12	57	46	260	low
Cdf9w97G2fIxgSl1qH0jjA	Melanie	24	2011-10-01	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	2	14	low
tIUrVNrr9i00ieCjrnAx0Q	Christina	11	2014-03-01	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	1	13	low
yUimQPnklVL5Kn3hQwovhg	Donna	3	2014-03-01	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	2	low
JkHm-xBNa8KKNvWH5TKk4Q	Lesa	36	2011-06-01	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	7	18	low
nVwn29mC4KQTcGZvpley4w	Charmayne	109	2007-06-01	3	8	3	4	8	NA	NA	NA	1	6	NA	NA	40	61	67	low
jnXfNpfivKqFI82I_bTCpQ	Samm	36	2013-03-01	1	2	NA	3	NA	NA	NA	1	NA	2	NA	NA	28	74	138	low
cacLZHo_aIneTfi0AyhHnw	Thomas	18	2011-01-01	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	5	low
3Dg56MS7V-Ua9d3n_wAemg	Whoa	9	2008-06-01	0	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	6	9	11	low
7esx22pqCIsmchXcFtjYaQ	Stephanie	4	2010-07-01	4	NA	NA	NA	2	NA	NA	1	NA	NA	NA	NA	0	2	6	low
3uzKR_e4N7x7yDBr-w9fGw	Birdy	11	2012-02-01	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	4	19	low
2o7UrcK-3SY8ZY2ael_0Vg	Michelle	8	2009-10-01	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	3	28	low
IbMsrn5HAu-uf10sjkFnng	Amy	2	2012-10-01	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	low
g6XGO78kpR2a-rfZkBW28A	Tiffany	15	2009-06-01	1	1	NA	NA	3	NA	1	2	NA	NA	NA	NA	11	5	32	low
-fdo0Dcg4M7tEdDBLpbUTw	Thadd	554	2005-10-01	21	39	7	39	30	1	6	32	1	43	2	14	424	728	580	low
r671f12TyZeC2sv-VZEe_g	Henry	22	2009-03-01	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8	7	15	low
hxaO3zgt20tOguJm4a_DlA	Aithne	53	2010-11-01	0	3	NA	NA	1	NA	NA	1	NA	2	1	3	22	9	66	low
vq_sxdDkCUNzGHJIoZAX8Q	Phi	293	2011-08-01	5	1	1	NA	NA	NA	1	NA	NA	5	1	2	48	30	75	low
Q46ztmdo2OAVhM6fOnc3VA	Mitchell	232	2011-08-01	4	2	NA	1	1	NA	2	NA	NA	3	NA	4	94	72	150	low
x-bdxzO33EczjIy4YwOnbw	Diane	3	2011-09-01	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	2	low
5xLcXof46n-REst90znZ9Q	Howard	4	2012-10-01	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	2	low
XM8hhpCeARsccxvPlnzlKg	Tri	180	2011-02-01	4	11	2	9	4	1	1	2	NA	21	1	3	203	212	320	low
JoLjX2VonMeWYNDMfzaaOA	Monica	1	2013-06-01	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	low
dUrVJl5qi2CJWff7s8HJNw	Matthew	76	2009-09-01	1	3	NA	1	3	NA	4	2	NA	1	NA	3	63	40	105	low
Sh1KjRJjCnzvTVb1KQ8kpw	Maria	11	2013-01-01	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1	low
vlxXm83oGWun_aQT73c8mA	Mandy	20	2012-05-01	0	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	2	4	25	low
Df34Brq7Y9-8Q0nqFoyOUg	Tara	5	2012-09-01	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	6	12	low
W7Zlyvl_ZZmgkDbJaYPMMA	Shayna	107	2010-12-01	1	2	NA	1	1	NA	NA	1	NA	1	NA	1	69	81	240	low
j7YHnbehgssP2F9kpaPS9w	Chi	18	2009-09-01	0	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	1	19	21	59	low
QxttPPZH6JLB9BmAWl0piQ	Shereen	334	2006-03-01	8	13	NA	10	12	NA	2	7	2	5	1	7	273	182	492	low
OOLEEaWVDBGqcuHRsVWinA	John	18	2007-01-01	2	1	NA	NA	NA	NA	NA	NA	NA	1	NA	1	4	1	9	low
8tCgNjvzZT2ITsviHNxk0A	Max	4	2012-02-01	0	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	2	2	4	low
ZBdZ3WVQ1y4k-me6il6Ijg	Melissa	7	2012-04-01	0	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0	1	16	low
l5ygBczCODC-MBl50toOUQ	Yamina	21	2010-07-01	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	3	30	low
Ek_bCqgFtyVT9-ozJhwwwg	lesly	226	2008-11-01	2	2	NA	NA	NA	NA	3	2	NA	3	NA	4	45	52	143	low
oYewMPXEOy4yfy3nPb2Wzw	Jewlee	103	2007-11-01	4	6	NA	3	3	NA	2	1	NA	2	NA	6	101	84	175	low
dbBMn237w_qrN8_tBD9xLQ	Herbert	129	2008-08-01	0	18	1	4	4	NA	5	8	4	7	2	5	109	93	253	low
vMqTGP9DpuLiuOR-1VeD9Q	Tom	303	2008-09-01	19	67	NA	13	28	1	5	18	1	40	6	19	484	415	766	low
E8FSWBUXArSJU7cWpBXF7Q	Trisha	3	2011-10-01	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	low
RyzN2svTnlOGFcsj-z3ZUg	Amanda	152	2012-02-01	4	37	1	6	8	NA	1	31	6	33	2	8	73	78	195	low
kKGAwfjKy4Gx1lYDDH7jTA	Cheryl	12	2009-06-01	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14	5	18	low
wiWx-KMvOMMO3xHEgroPuA	Jaclyn	4	2011-07-01	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	3	3	low
qhIgBpJks1zKBjwBP8Mjmw	Brandi	23	2011-02-01	0	3	NA	NA	NA	NA	1	1	NA	2	NA	NA	0	0	12	low
4k82R95fUmWgv_7Q-yj6Lg	S.	126	2007-05-01	3	NA	NA	1	NA	NA	NA	1	NA	1	NA	NA	19	32	67	low
AZOt2U4X4J8w9hUgqe6oyg	Tony	4	2013-09-01	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	2	4	low
1Ld-v_V_xefpVGnpp-R-fQ	Irene	29	2012-04-01	3	NA	NA	NA	2	NA	NA	2	NA	1	1	NA	8	4	30	low
fa_oByem_EFAtg5peM2W2Q	Kristen	27	2008-04-01	1	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	1	6	6	12	low
ri8r2LgXfynntJT8AQKhOA	Brian	50	2007-10-01	1	2	NA	NA	NA	NA	NA	1	NA	NA	NA	1	8	10	20	low
BVZCEL0fmyuFRMPW01EAqQ	Helen	659	2010-05-01	14	86	NA	23	50	5	5	20	15	94	NA	81	908	482	1529	low
6DBplpz0NGwzWYphoCG4WA	Lawrence	4	2013-08-01	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1	low
zmPzZYdZqP9MUfzhn8QTfw	Elina	386	2009-04-01	19	23	NA	7	22	1	3	12	1	39	2	16	311	221	599	low
cWHsVu9KlxWp2fEsoAV_Iw	Dexter	11	2009-11-01	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	6	21	low
YHyXm2325E6spmnDJW6FPw	Kelly	453	2008-04-01	24	71	2	14	32	1	6	63	8	82	9	32	876	849	1392	low
VgwwkSFyrMKA5_C4jN4wQQ	Alex	2	2013-05-01	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	8	low
qPV59BlrheM7sTfa5XHKsQ	Jonathan	23	2009-04-01	0	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	3	4	30	low
RZVztGJtfZlkyCUmJ4DJmg	Steve	2	2012-06-01	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1	low
XtvZEjfWV1Ji4eOTXQEYrg	Janess	8	2010-08-01	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	6	11	low
WSzrcRcJklp1w9usxEtOhw	Susan	2	2013-01-01	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	2	low
5Iv2RHUc9tJfMDUpH6pFGg	Heather	10	2013-01-01	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	3	low
lFjJhdVumTPtHlAoastCMw	Pete	26	2009-08-01	0	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	1	2	9	31	low
2GE6STh-vgIqUKlShyALeg	Robert	3	2011-03-01	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1	low
