review_id	business_id	user_id	stars	text	review_date	cool	funny	useful
APwZW-tV4xy2T6PKvZtvQQ	tn5SXZvWiT-uVsjXLGSrww	oK51R-573U_oB6tLslClLg	5	This is one of the best buffets in Vegas. If your a seafood lover like my husband and I the price you pay is so worth it.  -  - They have crab legs, served steamed or cold, lobster tails, raw oysters, crawfish, clams, mussels .... The clam chowder is a must have and of course there's non seafood items too like the beef ribs which is so moist and it falls right off the bone.  -  - Here's a Tip: I do recommend stopping by the half price ticket counters that you see on the strip to save $11 at the buffet.	2014-06-24	0	0	7
urzPzGm1teJajS2NfbBEIg	-sC66z4SO3tR7nFCjfQwuQ	3uzKR_e4N7x7yDBr-w9fGw	1	This site makes you give a star- but I would like everyone to know that I am giving ZERO stars.. DO NOT book a reservation at all with Gallo Blanco- they can not handle it....I booked a birthday party for 24 (with two months notice)... and they dropped the ball, BIG TIME!!! - ~Service...slow to non existent and our server was RUDE!  - ~Food... sparse and WAY overpriced for a sit down meal... - ~Bar...is it a hassle to order a drink?  It is at Gallo Blanco...we bought bottles of wine  -  - 1. Our food was over an hour and a half late (reservations at 7:30pm and food was still coming out at 9:45pm!!!....it's tacos folks.....and there was not enough food for everyone!!! - 2. We had NO water, (we were seated outside!!!!!) - 3. Impossible to get drinks or water at bar... -  - * When reporting problems to the owner, Denise, she sent me an email offering no apologies or acknowledgement that guests were upset...  Rather, she sent me a copy of the order to the kitchen, which just proved that the kitchen and staff were wrong in regards to amount of food to be served!!!!   - The most disgusting part of the whole ordeal was her closing to her email, which said: - "At this point, and will all due respect, we are done."   -  - GALLO BLANCO HAS ZERO CUSTOMER SERVICE!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! -  - P.S. The Clarendon is not affiliated with Gallo Blanco.....is just houses the restaurant unfortunately.	2012-06-10	1	1	5
P-1sfhIZyphQ-gyqlZdi6A	H_SuH7uLiYahDMbNBB9kog	fQd0MUECj1uMLYwUPRqJdw	4	Cheap! Hits the spot.  -  - It was good homemade Korean food fused with more than decent Mexican food. Another good place to go if you're on a budget in Vegas.	2014-06-29	0	0	0
bQx9nzxALLWL1qdawDu-UQ	8ZwO9VuLDWJOXmtAdc7LXQ	MR0N19L6C1MbUNuuJkxZeQ	4	I loved that when I was checking in I was offered an otter pop.  The staff were the friendliest people I've encountered at a hotel.  The pool was beautiful and it was fun going on the rooftop deck to view the city.  The room was very cool but there were a few small details that could be improved.  The lighting above the vanity was missing a lightbulb and the ones that were there didn't match.This was a hotel with character that I can't wait to stay at again!	2012-07-05	0	0	2
f8yQp2KwQr8J4noDPpB_uA	4UVhuOLaMm2-34SrW8y-ag	OOLEEaWVDBGqcuHRsVWinA	1	This review is not about the quality of food or the service from 99% of the employees at Ichiza, it's about one individual male host and his lack of customer service. i've frequented this restaurant many times and always have had a great experience but last night made me question if i ever will go back.  -  - My wife and i showed up and waited behind a group of 3, all the tables were occupied which is normal at this place. I had told the host that we preferred a table and he told me that the bar was available soon. When it was our turn to be seated a table was just clearing up as another group of 3 individuals was just arriving. After telling the host that we prefer to be seated at the table that was being cleared, he told us in a very rude tone "you can not sit there, it's for 4 people." He then proceeds to sit the the group that had just arrived after my wife and i had been waiting patiently. He then proceeds to walk us over to the bar to show us our seats. After taking a second to take this all in, i was so upset about how we were just treated, my wife and i walked out of the restaurant. This was a slow night and their were couples in the restaurant seated at 4 tops and for us to be told that we were not able to do the same was ridiculous. There was also a full bench in the back of the restaurant that was completely unoccuppied. -  - I've recommended this place to many of my clientel who wants to get away from the Strip but never again, this unacceptable hospitality. The food may be decent but service always comes first.	2012-06-08	1	0	2
YCaNFkD2fdSpRC4_n8JjUQ	Xsp9Dy4PQgAssCVk2-f73w	2q_SRCDwwY8LOv76iFZb0g	2	This Lee's sandwich suck.  All California Lee's sandwiches even the ghetto one  are much better.  Dakao sandwich by Lindell and Spring Mountain is better.	2013-09-24	0	0	0
BoNNfLWR3IbFRkXJ_CudYQ	aGbjLWzcrnEx2ZmMCFm3EA	Xm4H62d1fjA21Q5iwvfQxw	5	One of two best burgers I've ever had - hands down! The other was at Plan Check in West LA (you can bet I have a review for it). -  - I shared the Euro Burger (truffle aïoli, goat cheese + arugula, oven roasted tomato) with a friend, which ended up being a good idea since we filled up on roasted jalapeño poppers and beer-battered Maui onion rings first. The burger was so juicy, with tons of flavor from each of the elements. Only thing missing were bacon and avocado, but purely because I looove those two ingredients on any burger or sandwich. -  - Service is big with me, so I was happy that it was as equally exquisite as the food. Our waiter was extremely friendly and accomodating. Even pulled the manager out to have a laugh with us. -  - Although I wasn't able to get to BurGR in my last visit to Vegas, I plan to make it a regular stop for a casual, yet high-quality meal.	2013-10-11	1	0	2
lejWwrcdxeM9g04xJRZJRQ	3e9IUI5Dt-ktDKEQNkENVA	9Z05mtXrXJ-22PElwp1ahA	1	Satan's playground.	2006-09-14	1	8	1
zT2ntDkyvBood5iI6J4cYw	h6jfMpTZpNduLG0wE2tbaw	9etVUrqT3kPS4c4hEV7UXw	5	Wow!! Great Service, Fresh Sashimi I will Definitely go back!! -  no liquor license so  Bring your own Beer or Wine and they will provide a glass:-))	2013-04-29	0	0	0
8C5uDSeGKLwloGRR0Ji-tg	roymvpm55gNjDRf-es2PKg	WkqZndijFBDI5Br5U4FnvA	5	They were very nice! Got me in right away-good price and GREAT pedi massage chairs!	2013-05-28	0	0	0
DDbQit0I_vTnp3kBNmPD7w	eq6lQI039SBLC6sHm3idGA	hf1sMYNHOxisdUlakvYKQA	3	36.00 for a whole pizza.. the wait was about 30 mins.. did a phone order so i dont have to wait in line.. it's good but i wouldnt say i would wait for this.. the only reason i did it was because my friends wanted to eat this..	2014-05-07	1	0	1
XleDP37r9FNwMivCLCDKag	ZP6qFq7LUh6Tr7WHPoOW6g	RyzN2svTnlOGFcsj-z3ZUg	4	I arrived at 2:24 and the new host told us the last seating was at 2:30. He made it seem as if it was already 2:30 and could not seat us. I asked for the high top table and he said that area is closed. Then the manager looked straight at him and said it's okay to seat them there. So minus one star for the new host.  -  - I ordered the free range chicken sandwich with a side green salad. The chicken was juicy, lettuce/tomatoes very fresh, and the bread was thick and tasted homemade. Only complaint was that I could not taste the pesto flavor in the pesto mayonnaise.  -  - The manager Marisa gave us a sample of their biscuits with strawberry compote. The biscuits were made well and had the right amount of sweetness vs saltiness. Marisa is a great manager and you can tell she enjoys her job. -  - I wonder why they close at 3 on weekdays and 2 on weekends. I would think it would be the opposite because of the weekends being busier.  -  - All in all I can tell they take pride in their food and I can't wait to come back and try them for breakfast.	2014-05-24	2	0	1
SKKi_BRsxg9G8AqPRc2p9Q	3fV9sL5LklD9ZSeONKmjkw	LhoFewTGC9ooaJiSY18OMQ	3	Stumbled across this burger joint after watching Love (great show by the way, even if you're not a huge Beatles fan). -  - What we ordered. -  - Kobe sliders:  Got three different mini sliders, all cooked different ways.  I requested medium, but two of them were close to being well-done, while one was done medium.  I couldn't even tell the difference between these burgers and regular burgers.  The one which was done correctly was tasty, but by the time I got to that one, I was already disappointed. -  - Lamb:  Definitely not what we expected, but that's a good thing.  It's worth trying as you get flavors you are not used to finding in a burger. -  - Onion Rings: No complaints here.   -  - Noticed the Banh Mi burger on the menu.  Right out, the waiter recommended us to stay away.  Not sure what they were trying to accomplish here, but this is a bad representation if you are expecting geniuine Vietnamese sandwiches. -  - In the end, you get okay burgers for above average casino prices.	2010-02-25	0	0	0
Id1FhGM-qX5TdBjzfNeyfw	QbmcCE_cLq4WO8ZMKImaLw	FTmZJKwDbw-er52-fTPrUA	4	What is the opposite of Tapas?  This place!  I went for the Andy's sage fried chicken w/ fresh spinach, hardwood smoked bacon, market tomato, griddled mozzarella, chipotle cream and scrambled eggs served on a fresh split biscuit with griddled mashed potatoes. I could only eat a 1/4 of it sans the carbs.  It was really interesting that I could taste each of the items and could mix and match.  I thought the chicken was good even though I took most of the batter on it.  You have to try it and go with more people and share.  Trust me people = small village because that entre could feed a small village.  Enjoy it's Las Vegas	2012-12-19	0	0	0
62xUvIgJLQCbPI6hzj_L-g	sL4n5lhxqoZ5l0d8gwIPyA	tRBC8zo48KbWIJn_hEG4mA	4	The only reason I didn't give them five stars is because now I have a reason to go back!  I don't quite know how to describe this place.  A treasure a midst the Dunlap traffic, a jewel in Sunnyslope.  My guess is they hope to capture the John C Lincoln Hospital crowd but even if they don't, they have captured me.  This is not your ordinary bar food.  Our waiter, Anthony, was helpful and attentive and described everything since they do their own beer (I loved the Pale Ale).  Happy hour food was oysters (not my thing) but Anthony said they are working to enhance it.  Burgers with fried egg (my fav), pretzel rolls with dipping sauces, Shreiner sausage plate.  We split a flatbread pizza and a side order of roasted brussel sprouts.  But the kicker is the Vanilla malt...made from the fermented sugar they use to make the beer.  OMG.  I have been looking for an affordable neighborhood place to relax, eat REALLY good food, nice ambiance...I think I may have just found it.	2013-05-09	0	0	0
NfNam_F-Fx7uJkTYEKe1eA	KPoTixdjoJxSqRSEApSAGg	VCK3eQKToEkmu8jdSEbTwQ	5	I adore this restaurant. I just love it. I've eaten here more than a dozen times. It's a shame I haven't gotten around to writing any reviews. So here I go! -  - Good to be able to see the kitchen. Not the cleanest in the world, but it certainly doesn't scare me off. The head chef/owner NEVER takes any days off. He's always there, cooking up a frenzy. I admire his work ethic. -  - The food is amazing. Love the Dragon Eggs (crispy) for the appetizer. Their Galee Gai is simply delicious. Their awesome soup Tom Yum Gai is worthy of an award.  -  - You can go anywhere you want on this menu and you won't make any wrong turns. -  - The ONLY comment (note that it's not a complaint) is that some of their servers do not have full command of the English language. Knowing that they emigrated from Thailand and seeing their extremely cheerful disposition just makes everything ok. Just speak slowly and be understanding: they are, after all, in a big and strange country. If you happen to have the same server I had, just smile and be nice. You'll be justly rewarded!  -  - This restaurant sets the standard of service, food quality and overall experience. I cannot wait to go back.	2013-05-14	0	0	0
wqDxWVLIKqd_4kFaP050AQ	M2SjLXsuAy5RNKwxaA5E1g	AZOt2U4X4J8w9hUgqe6oyg	1	Ate there today.  Horrible experience! Service was totally absent. I gave a waiter the empty coffee carafe and he never came back.  The only thing I found good to eat was the cold shrimp and the omelet.  Most of the promised menu was absent.  No  sliders or shrimp & grits.  No chicken wings.  The meat they called prime rib was over cooked, dry and tasteless.  The entertainment was a movie for the first hour and the a few women singing - I expected a choir.	2013-09-22	0	0	0
3LF233I31-3Bg64w67P5Jg	VVeogjZya58oiTxK7qUjAQ	HslReRAnURM1qrOTT0kZ5w	4	First off, the hostesses need to appreciate the fact that the waiting ritual here is a bit unique to first timers even when you know about the wait. Our scenario: -  - Hostess: It'll be about 2 hours. - Us: Ok, no problem. - (Walk around downtown, go to Fate for appetizers, come back 2 hours later) - Us: What's the ETA? - Hostess: You left?! (Weird shuffling and glancing at reservation list, no feedback) - Us: ...Uh yeah (thinking that it was 2 hours to kill). - Hostess: Keep waiting. -  - Despite 3 hours, this turned out to be a good spot for entertaining my out-of-town friend (especially since she loves pizza and is highly susceptible to hype). If it's not a hot night and you have a few downtown bars in your repertoire, you can make a good time of walking, talking, and relaxing during your wait.  -  - Personally, the pizza was too thin for my style (On one piece, it felt like my ingredients were touching me through the crust). However, my friend raved about how it was the best she'd ever had. Since I was entertaining her, I was really happy with the place. There are a lot of little quirks about Pizzeria Bianco, but there's something about the whole package that works into a really memorable experience and I think this is what the high profile reviews tap into.	2007-05-25	3	0	4
SG8IAwR5DBdqrBUiFjEcXg	xyTJYlbE_MLouK6rCou6zg	Ek_bCqgFtyVT9-ozJhwwwg	5	Hubert is a classy chef! I had nothing but high expectations for his food, especially his burger. I have seen his over the top, expensive burger in his other restaurant, I just knew he would be able to pull it off. After just having two over priced dry sliders at Holsteins Burgers, I did not want to consume any more beef. I was surprised Burger Bar offered a salmon burger. I ordered it cooked well done, which worried me, I believed it would be dry flaky salmon. When the burger arrived, to my surprise the salmon steak was very thick. I was expecting more of a salmon patty. It was perfectly cooked and seasoned, I dove right in. I ordered it with garlic aioli, spinach, and avocados. The bread was the perfect thickness to contain the juiciness of the salmon. The fries were also amazing, fresh and lightly seasoned. Nothing like Holstein's potato twigs. To add the the amazing food, the service was spot on. The server was attentive and polite. There was absolutely nothing wrong with his restaurant. I could find no critique. I would be happy to go again and have a different burger and try one of his shakes. I did not get to try a shake because I had a Mai tai, which tasted very sweet and then punched you with the rum.	2012-12-31	0	0	0
somGMDkia5qdNDaJL3knUw	ryvMJK6AlbU35HKrlFT61w	Q-CpIWCG_VYN-tl47crPNw	4	I thought the food and the service were great. My favorite was the flank steak. Go figure. I am not sure if I just ate too much or something else was wrong, but I was sick all night after I ate here. It makes me hesitate to go back, which is too bad, because I was eager to go back before I got sick. Desserts are about $7.50 and are good but not totally necessary.	2009-01-26	1	0	1
VLj9ECxHHcvuoKvkr_VY0Q	-sC66z4SO3tR7nFCjfQwuQ	7cR92zkDv4W3kqzii6axvg	4	First time to @galloblanco tonight. What a great experience! -  - Went for a social/journalist type event, #JDEB. Had a nice evening, chatting, getting to know a few new people. -  - Enjoyed the $5 pints of hefeweizen, and appreciated the bartender's attentiveness to my dislike of fruit in my beer. (Orange in wheat beer?! Amateur!) -  - After a while, the hunger set in, and a few of us decided to have dinner in the restaurant. -  - I ordered the sopa del dia, which was chicken tortilla, and the breakfast burrrito (served all day, woot!) which was chorizo and egg, one of the few perfect meals in existence. -  - I had high hopes and expectations for this meal, as many of my friends dine here regularly. -  - The food did not disappoint in the slightest! -  - The soup was VERY hearty! Chock full of generous chunks of chicken, and flavorful bits of tortilla, and plenty of flavor. Delicious! And nearly a meal on its own. -  - But I was hungry, so not quite. -  - The burrito was superb! For starters, it was huge. Given the price, and the type of establishment I had assumed GB to be, I wasn't expecting such a large portion. -  - Nonetheless, the burrito was delicious, and had plenty of egg and chorizo, and a very tasty pico, rolled into a nice-sized tortilla. -  - The bartender, as well as our restaurant server, were attentive, and very personable. -  - Oh, did I mention they serve Cartel Coffee? -  - Yes. Another plus for them. -  - Gallo is on the west side of town, and a distance south of me, but I think it is now imperative that I return, as often as possible. -  - I am dying to try their chilaquiles! And the guac, as I didn't get the chance tonight. -  - Yes, I will be back, without question!	2010-05-27	1	1	3
WsFaOBF5DIuODdxALt5nvg	gHq5ZzOCvQ7-2pVCpORy6A	9FDMUyJStI86B07bKQleow	5	Twelve years ago when we moved here this mall was undergoing an expansion.  It was the added wing where it was 'Teen Central' Abercrombie, Hollister PacSun perfect for my then middle and high school aged kids.  This mall through the decade has come thru for my family. Especially during back to school. They had all their favorite retail shops. I like it's always been family friendly. Ive watched and been involved with school choirs, dance groups, community events that have taken place here.  -  - The mall is clean. Parking is easy, except during holidays. I feel safer shopping here than at some of the older malls in the valley.  I like that their security will walk you to your car if you request it. Most of the time they are standing out in front by food court entrance and will gladly walk you to your car if you ask.  -  - I like other services they have here to like the jewelry repair Fast Fix, I discovered Jessica the tailor over at Best Alterations she's the best! I love they have specialty boutique shops. My favorite go to for couture ready to wear is seeing Sharon over at Coco's Gifts.   -  - Now fast forward 12 years Galleria started phase 1 of a much need makeover during the summer!  It was looking a bit outdated. Finally the last phase is completed!  Just in time for the holidays and I'm loving it!  I love the facelift and updated look! It really has a lifestyle center ish feel to it. Like the new furniture and conversational seating areas throughout the mall. New handrails, new flooring? I don't remember it being marble. It is now.  -  - The storefronts got makeovers too. It just looks alot more sleeker and more streamlined when you look at it.  I really like what they did to the food court too. New lighting fixtures and new dining areas with all kinds of seating configurations. High table tops and counter like seating were added.  -  - They did great at targeting the shopping demographics as well. -  - I like the tenants they've brought in like H&M and Tokyo World! Looking forward to the new Filipino food place in the food court. That's a first!  This mall rat approves.	2013-12-05	5	3	7
3ugcbDSRK0ZQ7N50HV0ZHg	HHNnxstKEjJ0ofgoKk1jSg	Nxm_abWdGVyH6CGwuH0Eqg	5	i have been in a car accident 10 years ago ,been in pain ever since ,seen many chiropractors they all helped a little but i could not see much progress until i found spine builder ,in just a few weeks i felt 80 percent better i could actually lift my arm above my head which i thought would never  be possible again,they customized a treatment plan according to my own needs	2011-08-16	0	0	0
Ubv7ZjPhnGDGWtcwaQ7kLw	dfOFgjhuEp5GdHJhVzjOAA	AF1xoSV-ZPwJ92CPQkTwdA	5	We love this place. $20 for a one hour massage? Hell yes! Staffs friendly and the light up trees are kitschy fun!	2013-08-21	0	0	1
yO5pOuxR78i_GLDvI-G6FA	ASOiJ8MmbBTgK2D1_MQrqg	dINoNY-20S8FlMj03o-ptQ	4	You must go like 11:30ish to get a good spot fast... I think we got there like 12:45ish ended up waiting 45 minutes.  -  - Wait was kind of worth it since I liked our view.  -  - Food was nothing overly special being that I've had really good foods in NYC...   -  - Service was great, everything was out promptly. Good place to try.	2011-12-02	0	0	0
xxvEpyy2ntc7ZC3m6plY4Q	notMxQXE3BaBAgiD-o1jgg	6ws6UtB_Co8ruJHwvc5xtQ	2	Ugh I really wanted to like this place. Unfortunately it doesn't work that way. My girlfriend and I have driven passed this place a few times and since she loves Mexican food and it was our anniversary, we decided to give it a try. Initial impression of the place was good, great music, nice atmosphere, we walked in with smiles. After a 5ish minute wait we were seated and received our complementary chips and salsa. Chips were good, salsa was meh. This is where the experience went downhill. To make it short, horrible horrible service, we probably read the entire menu 5 times before anyone showed up. Anyway, on to the food, we both ordered carne asada tacos and carnitas tacos. Let me say, I enjoyed the pork tacos, good flavor, nice and juicy, very good. The carne asada on the other hand tasted like I was eating a burnt charcoal piece of meat. Once our mediocre meal was complete, we decided to take a nap since we had plenty of time before our server checked up on us. After giving us our bill twice (really?) we finally paid and left. Ugh this location is close and we had high hopes but alas another restaurant bites the dust.	2013-10-02	0	0	0
CdDmlmo-GmlKCZIX4OBGpQ	EX6vhAsNRceoJ0avc6sl0g	AF1xoSV-ZPwJ92CPQkTwdA	5	Great old school barber shop.	2012-07-17	2	0	0
SXFUnJhF17Cds0WFXzObFA	vEeiIvhzz29rO-6EPFqkjQ	am9dkAb9mOzClRgO7pEvNQ	5	Absolutely delicious food. This is where I take my friends if I want to show them a good dining experience for breakfast.	2009-10-11	0	0	0
rikh4QDaBAfTewnJuuvgOw	qt7FbvoCU6aJvZ9CgiN6bg	9FDMUyJStI86B07bKQleow	5	The staff here was very helpful starting with the female associate who greeted us when we walked in the door.. We were looking for a suit for the Father of the Bride.  I didn't want it too formal nor too business like since our daughter's invitation said "causal but classy" attire.   Dennis the store manager knew which suits would work out and the ones he picked worked out perfectly for Mr. B.  -  - Measurements from the fittings were accurate. The tailor work done was perfect. The prices for the suit was super reasonable. The suit was ready on posted date. We allowed one month in advance though to avoid last minute stress.   -  - The place was pretty busy but the staff here managed to give each of their customers personal attention.  So five stars for a good experience here.	2013-12-28	0	0	2
gMEkTBCkHU4XnoRHaZe6tw	z67yrh03lRSANrpPsRcTfw	a_unrewcU4xjatdAIvxk6Q	1	Salad was awesome but we had to have pizza made twice and there still was no sauce on the pizza.  For the price charged the pizza should be perfect - everytime.	2013-12-19	0	0	0
pc0U11jgamT4V62uAVcDiw	aRkYtXfmEKYG-eTDf_qUsw	uZetl9T0NcROGOyFfughhg	4	I went to Lux for a change of studying atmosphere the other evening.  I was lucky enough to find a seat at a table to get down to business.   -  - This is my second visit to Lux and both times I truly enjoyed the pastry I treated myself to and my coffee.  My soy latte was perfect.  The staff is friendly and the crowd is diverse.  I enjoyed the music and atmosphere.  Lux always seems to be a busy spot and I can see why.  While everyone seems to love Lux, I'm not in love with it, but then again, I'm very picky.  ;)	2010-05-14	0	0	1
HGdaqkycoV1dd5ZjXwxPug	3OB5gQqibKGTzx9R1w7wKQ	-q-oqfDCV6WiJJrsSXIawg	5	The location will throw you off. It is surrounded by businesses and a couple of strip clubs along the way.  It is located on Dean Martin and Post, to be exact, so no one will get lost. The decor of the place, once you find it is a nice combination of modern and old. The food is delicious and the servers are very attentive. The tacos are delightful and the burgers are very good. The cranberry burger, I know sounds different, is very tasty. There is a great sweet taste from the cranberry and the saltiness of the meat makes it a perfect synthesis. The main problem with the place is the space. Lunch time and dinner time, the place becomes filled to the brink. Make sure that you come along before the rush hour, be warned.	2013-08-01	0	1	1
7PScwZ1c1bfAr6y0alMU0A	zNzJkzZxPTeTbRIRfeU9_Q	EdeqsbwZRRv361K1-_z7FA	2	So this is my second visit.  Had the corned beef hash both times, first time service was ok, not the most attentive but adequate.  This time around the corned beef was not as good as the first time: this time it seemed like more potato than meat which is disappointing.  So may not come back for corned beef next time.  My party seemed to enjoy their food the most part, the chicken fried steak my sister in law had was very fatty and far too breaded.  Service this time was pretty bad, never checked how our food was, never bothered to see if we needed more beverages till we had to ask.  I asked for more water and only half the table got water...  So service is really lacking.  We were also very bothered that not just w our table but the table next to us when we were still eating or had food on our plate.  It was a clear ploy to get us going since they are backed up on a wait, but never rush your guests... Bad form.  Sure other people are giving 5 stars but I'm wondering they are being objective.  This place has some improvements to had if we are to come back.	2014-06-08	0	0	0
3KIlkrvQWO1_lmBJ_lbYQQ	yD1dRYi7USzhYVKiqZ7JVg	Lq19EfZtOB0lRWH39saEyg	5	iono about you TODAI, but this place has the best AYCE sushi  -  - the first time i came here when i was in vegas, i was too hungover so i didnt have room in my stomach for AYCE so i just ordered 2 rolls special of my choice out of their selection and it was last then $10. i dont remember what i got but i all i know is that the rolls i got were fresh and comforting -  - so..for the REAL review..came back to this place last weekend..yes another trip to VEGAS! i feel like its my 2nd home alreadyyy -  - i was ready for the $25 AYCE sushi..started off with salmon collar and tuna poki salad! amazing!! u HAVE to get the salmon collar..i also tried the mussels, gyoza, and the seaweed salad, all awesome! -  - then i had sunrise roll, baked 428 (chicken teryaki inside a sushi?!)  flying jason roll, baked dynamite roll, tried the quail egg shot, halibut nigiri, salmon nigiri, and the Jala Jala roll...im sure theres more but when i remember, ill update -  - for dessert, green tea and strawberry mochi ice cream, lychee sorbet (YUM) and then to finish it off, tempura ice creamm!!! -  - you can have it all, just for $25...and this place opens til 2 AM WAHH	2010-08-17	0	1	0
yF4ZRAyFiv9oo-YDbNDW2A	YNQgak-ZLtYJQxlDwN-qIg	cN0XKFeD-H4D5KolR52znw	5	everything is delicious!	2008-11-09	0	0	0
vRp0DP_cFLDSO2KIcRiaSg	bRijcLYfpRdxaABwVbeJ_A	itv4pB3tbT7eMuVrFU65Tg	5	She was my  pediatrician until I was 18. Fantastic lady. She'll help you out in any way that she can.	2005-07-18	0	0	0
wKPGomfCfiy9DGpT3jBHTQ	ToSm1CIH3xgaedt63f3FCQ	M1yfwtBL6MrYiLE_ddMZQg	5	Love this nail salon! I get gel nails and pedicures here and both services are absolutely wonderful. My gel manicure lasts for at least 3 weeks, no chipping, breaking, etc, and I work in the restaurant industry so I am constantly washing my hands and it still lasts! Definitely worth the money! The pedicures are also amazing, rose petals and lemon slices in the water where your feet are soaking, hot stones and great massages as well, its so relaxing! The staff is very friendly, always willing to go above and beyond to treat their customers wonderfully! Highly recommended!!	2014-01-09	0	0	0
PbgSSVTbLlKLhtzaGB-zNg	aGbjLWzcrnEx2ZmMCFm3EA	9Yq6Lbzc9qMnKQvyV7wKBA	5	Hell's Kitchen Burger = Best Burger Ever! - Coffee Shake = Epic! - Sweet Potato Fries = Perfect!	2013-05-15	0	0	0
neqZiQ5S5hOd4C76zy82Ww	WUTSRw9kiDHmQeoylYfrnA	W7Zlyvl_ZZmgkDbJaYPMMA	4	I come here for a lot of shopping from groceries to books, to household items, even gas.  I love Costco and my family does too! You buy things in bulk and they are cheaper because they are in bulk.  And I love that they don't use plastic bags for your groceries and instead they recycle the boxes they used from when the shipments came, so I find that to be Earth friendly and cool. -  - They have on site food, frozen yogurt, and drinks with a place to eat.  The kids love it and I'm such  sucker for their frozen yogurt berry sundae. It's so cheap and so delicious and so is their pizza!!!! -  - The only reason I didn't give this place 5 stars is because every time I go the lines are always insanely long.  Doesn't really seem to matter what time of day you go, they are busy and have long lines that stretch into the aisle which is great for them because it means their business is booming.  But it would be nice if they had a couple of cashiers that could run to help with check out service to get the line crushed down.  And I'm giving it 4 stars and not 5 also because they seem to pick and choose when they want to card you at the door, it's really weird.  I can watch some people walk in ahead of me and not flash their cards at all and I'll be right behind them and I get chased down to check to see if I'm a member.  It's annoying but it's not going to stop me from going there for their yummy food and amazing discounted prices. -  - I'm a fan, yay!	2014-04-24	0	0	0
UG5su4FJjQkt3e9-ChQlEg	0NaMndmNpVG619STpRCY7Q	9FDMUyJStI86B07bKQleow	3	Out of all the firearms stores I've been to in the area,  this place would be the last one on my short list to go to. Even though on the same visit my husband purchased one of his guns, he was rushed. I was over looking at the pistols away from him and I was pretty much ignored by sales staff.  It was real busy and I understand. But they did pick and choose their customers.  I guess I didn't look the part. Had to interject and when I went to ask a question about one of the guns I was discouraged from buying it and then brushed off and sales rep moved on to another customer.  WTFrog!  Mr B was going to get help for me but I said forget it! Didn't want to deal with these arrogant dudes. Plenty of other gun shops in the area. Good luck getting help!	2013-10-18	4	3	7
s0F2nmPkpYvIMVy2Fginlg	J-eUjXNQOL1IFFxacYOyoQ	WLNchxexVG0k6pq_OuhUrQ	5	great place for printer ink! I buy the family ink from here, and always replace the cartridges by bringing them (the old used ones) in for a discount on my purchase, it's awesome :)	2014-01-31	0	0	0
wSdV95yoqmibmAcQTyQoXA	50nln4YPr0QDo_v1uBmHfg	m3NA875gE5cpiAo4s7686g	5	They make the best macaroons in Vegas	2012-10-22	0	0	0
QXnPldMpNSeqBc8PwuXkxA	DO3Gk17RyJVW7zYMCtYPnw	lCD3wyHthsYFlP52Hll-QA	4	I took some of my visiting teenage cousins here yesterday. It was cute to see them in awe of the place. I guess even in Illinois, they've heard of Bobby Flay. ;) They couldn't wait to text their friends back home that they were eating at his restaurant... and what do all three order? The double cheddar cheeseburger. God love them.  -  - Since it was a Sunday, they served Brunch. I was a little disappointed because I was hoping to order my favorite duck tamale with habenero sauce, but it wasn't meant to be. Instead, I opted for the ancho-chili citrus glazed Salmon with black bean sauce over sauteed spinach.  -  - Let me tell you guys, when that entree was served... I felt like an judge on Iron Chef. I wanted to tell Bobby that the salmon reminded me the mountains that surrounds Vegas valley and the different, beautiful colors, lime green, hot orange, black and white swirls was a like a desert sunset painting. My first taste was like a dream...and soon that lovely painting on my plate was gone!	2009-03-23	3	4	4
U-Zr9UFHb8xJjoMFeA-vVA	Xhg93cMdemu5pAMkDoEdtQ	GQ8qDvEJxWRw7-zGhtgHbA	4	This is such a fun place. They were super nice when we popped in about 45 minutes before closing, and got us seated quickly. Our waitress, I think her name was Kristin, was really fun and was great to us even though she was rushing around as the only waitress left. She gave me lots of crap for ordering the extremely girly Strawberry Supreme, which was basically an enormous virgin strawberry daiquiri haha. It was alright. -  - I ordered the wings for my late night dinner, and omg they were so filling! The wings are pretty damn big, and super meaty. I guess nothing special or unique, but it was so freaking satisfying after a day of fun in Vegas!	2010-06-19	0	0	1
