x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,y
2.0,2.22,2.0,4.0,2.0,18.35,11.0,14.0,9.0,8.75,10.0,14.0,3.0,4.0,9.0,3.0,2.17,5.0,11.0,17.0,11.0,29.0,746.94,112.36,43.39,2.5,2.0,2.0,2.0,4.0,teamEdward
2.0,3.0,2.0,2.0,2.0,2.0,2.0,23.0,21.0,2.0,2.0,2.0,8.0,6.0,19.0,5.0,2.19,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.75,2.0,2.0,2.0,5.0,teamEdward
47.0,2.14,20.0,34.0,51.22,61.92,26.0,166.0,72.0,45.25,50.0,175.0,11.0,17.0,59.0,5.0,2.09,5.0,67.0,249.0,112.0,422.0,112078.69,2593.37,6228.48,2.2,29.0,4.0,28.0,7.0,teamEdward
2.0,2.25,3.0,4.0,22.0,8.74,7.0,11.0,4.0,5.75,4.0,5.0,3.0,3.0,5.0,3.0,2.11,2.0,6.0,8.0,6.0,11.0,96.75,27.27,7.26,3.0,2.0,2.0,2.0,3.0,teamEdward
9.0,2.21,18.0,25.0,37.94,49.86,19.0,91.0,42.0,21.04,27.0,58.0,7.0,12.0,34.0,3.0,2.11,2.0,43.0,115.0,50.0,171.0,17353.18,913.3,965.95,2.1,20.0,4.0,20.0,7.0,teamEdward
2.0,3.0,2.0,2.0,2.0,11.49,9.0,6.0,8.0,5.5,5.0,5.0,3.0,4.0,8.0,3.0,2.5,2.0,4.0,9.0,4.0,12.0,118.27,35.22,8.46,2.5,5.0,5.0,4.0,3.0,teamEdward
2.0,2.25,4.0,4.0,35.33,18.45,12.0,12.0,3.0,7.71,9.0,10.0,2.0,3.0,4.0,3.0,2.1,3.0,6.0,17.0,6.0,25.0,539.21,96.01,31.84,3.0,2.0,2.0,2.0,3.0,teamEdward
6.0,2.31,2.0,9.0,4.859999999999999,104.58,28.0,150.0,234.0,60.57,89.0,394.0,9.0,45.0,193.0,20.0,2.29,4.0,138.0,491.0,142.0,883.0,351952.71,6010.58,19554.82,2.42,2.0,2.0,2.0,29.0,teamEdward
4.0,2.2800000000000002,5.0,3.0,12.87,32.92,29.0,50.0,52.0,47.36,27.0,86.0,7.0,14.0,42.0,9.0,2.25,4.0,43.0,164.0,45.0,248.0,63610.7,1404.31,3535.82,2.58,2.0,2.0,2.0,11.0,teamEdward
9.0,2.19,21.0,26.0,35.33,57.47,19.0,106.0,47.0,22.81,31.0,73.0,7.0,13.0,38.0,3.0,2.11,2.0,54.0,140.0,61.0,211.0,24025.97,1156.42,1336.67,2.09,22.0,4.0,22.0,7.0,teamEdward
2.0,2.07,2.0,7.0,2.0,31.54,10.0,23.0,3.0,11.6,12.0,26.0,2.0,3.0,4.0,3.0,2.05,5.0,17.0,46.0,17.0,70.0,2724.13,285.55,153.23,3.0,2.0,2.0,2.0,3.0,teamEdward
2.0,2.4,2.0,3.0,2.0,13.52,12.0,10.0,9.0,10.33,8.0,12.0,3.0,4.0,9.0,3.0,2.25,5.0,7.0,16.0,7.0,26.0,802.0,98.0,46.44,2.5,4.0,4.0,4.0,4.0,teamEdward
10.0,2.06,36.0,62.0,66.62,49.21,15.0,128.0,16.0,19.87,26.0,68.0,10.0,4.0,16.0,3.0,2.02,2.0,25.0,98.0,33.0,164.0,15087.27,845.93,840.07,2.5,4.0,4.0,4.0,4.0,teamEdward
2.0,2.33,2.0,3.0,2.0,21.48,15.0,16.0,22.0,13.92,14.0,24.0,6.0,6.0,20.0,5.0,2.29,4.0,14.0,30.0,14.0,52.0,2768.96,234.19,155.72,2.75,2.0,2.0,2.0,5.0,teamEdward
2.0,3.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,4.0,3.0,3.0,2.0,2.0,4.0,2.0,4.0,2.0,4.0,2.0,3.0,2.0,2.0,2.0,3.0,teamEdward
3.0,2.13,11.0,6.0,60.82,22.94,9.0,25.0,5.0,6.0,9.0,10.0,4.0,3.0,6.0,3.0,2.04,2.0,9.0,16.0,10.0,24.0,337.05,85.76,20.61,3.0,2.0,2.0,2.0,3.0,teamEdward
2.0,2.03,29.0,13.0,49.37,65.11,15.0,72.0,26.0,19.0,28.0,70.0,8.0,3.0,25.0,3.0,2.01,3.0,32.0,137.0,32.0,205.0,18241.92,1074.94,1015.33,3.0,6.0,4.0,6.0,3.0,teamEdward
4.0,2.25,10.0,19.0,33.25,39.84,14.0,59.0,31.0,15.83,25.0,55.0,7.0,8.0,27.0,3.0,2.11,9.0,24.0,51.0,26.0,104.0,7235.63,525.19,403.87,2.17,12.0,4.0,12.0,6.0,teamEdward
2.0,2.14,5.0,9.0,9.690000000000001,32.33,18.0,50.0,18.0,19.78,20.0,42.0,6.0,7.0,15.0,3.0,2.1,3.0,38.0,68.0,38.0,108.0,9589.04,541.27,534.61,2.2,4.0,4.0,4.0,7.0,teamEdward
2.0,2.5,2.0,2.0,2.0,12.75,10.0,6.0,3.0,6.0,6.0,6.0,2.0,3.0,4.0,3.0,2.25,3.0,4.0,10.0,4.0,14.0,174.08,45.02,11.56,3.0,2.0,2.0,2.0,3.0,teamEdward
9.0,2.21,5.0,7.0,26.39,29.2,16.0,52.0,31.0,55.67,20.0,140.0,4.0,10.0,25.0,10.0,2.16,6.0,33.0,156.0,40.0,294.0,78355.33,1462.0,4354.96,3.0,12.0,5.0,8.0,3.0,teamEdward
2.0,2.06,13.0,15.0,27.58,41.18,14.0,60.0,17.0,20.35,19.0,54.0,4.0,4.0,17.0,3.0,2.03,2.0,34.0,98.0,34.0,150.0,13197.42,720.98,735.08,2.5,4.0,4.0,4.0,3.0,teamEdward
2.0,2.15,2.0,7.0,2.0,17.259999999999998,15.0,22.0,11.0,15.81,10.0,19.0,4.0,4.0,11.0,3.0,2.1,4.0,15.0,33.0,15.0,50.0,2914.11,212.83,163.78,2.5,2.0,2.0,2.0,4.0,teamEdward
2.0,2.5,2.0,2.0,2.0,5.4,11.0,8.0,7.0,24.5,3.0,7.0,2.0,4.0,7.0,3.0,2.33,3.0,6.0,20.0,6.0,25.0,1721.1,78.4,97.51,2.5,4.0,4.0,4.0,3.0,teamEdward
2.0,2.5,2.0,3.0,2.0,22.0,13.0,17.0,18.0,12.21,9.0,15.0,5.0,6.0,16.0,3.0,2.27,2.0,10.0,38.0,10.0,51.0,2089.05,206.33,117.95,2.25,2.0,2.0,2.0,5.0,teamEdward
2.0,2.5,2.0,3.0,2.0,9.74,5.0,7.0,3.0,3.5,4.0,4.0,2.0,3.0,4.0,3.0,2.2,2.0,4.0,5.0,4.0,7.0,19.41,13.61,2.9699999999999998,3.0,2.0,2.0,2.0,3.0,teamEdward
8.0,2.15,12.0,11.0,34.65,30.62,23.0,62.0,24.0,41.24,21.0,73.0,3.0,8.0,20.0,8.0,2.1,3.0,35.0,142.0,41.0,213.0,44062.1,1124.93,2449.78,3.0,12.0,4.0,12.0,5.0,teamEdward
2.0,2.04,2.0,6.0,2.0,31.78,12.0,57.0,51.0,94.08,14.0,223.0,3.0,4.0,51.0,3.0,2.04,2.0,51.0,396.0,51.0,617.0,252545.19,2744.55,14032.18,2.5,4.0,4.0,4.0,4.0,teamEdward
2.0,2.33,2.0,2.0,2.0,34.38,14.0,56.0,78.0,36.36,13.0,65.0,7.0,18.0,64.0,3.0,2.3,2.0,50.0,185.0,50.0,248.0,38241.73,1114.8,2126.43,2.06,2.0,2.0,2.0,17.0,teamEdward
9.0,2.12,11.0,40.0,12.67,45.8,37.0,192.0,41.0,89.5,52.0,252.0,3.0,19.0,26.0,3.0,2.09,3.0,136.0,350.0,143.0,600.0,335373.38,3834.82,18633.74,2.06,4.0,4.0,4.0,4.0,teamEdward
2.0,3.0,2.0,2.0,2.0,2.0,2.0,16.0,15.0,2.0,2.0,2.0,6.0,5.0,14.0,3.0,2.21,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.33,2.0,2.0,2.0,4.0,teamEdward
2.0,2.14,3.0,6.0,14.5,20.28,9.0,16.0,4.0,9.5,9.0,17.0,3.0,3.0,5.0,3.0,2.07,3.0,9.0,23.0,9.0,38.0,1029.99,139.06,59.11,3.0,2.0,2.0,2.0,3.0,teamEdward
2.0,2.16,2.0,8.0,2.0,32.83,17.0,30.0,17.0,20.75,16.0,37.0,5.0,5.0,16.0,3.0,2.11,2.0,21.0,86.0,21.0,121.0,10841.37,580.1,604.19,2.33,6.0,4.0,6.0,5.0,teamEdward
2.0,2.16,10.0,6.0,31.63,37.24,20.0,35.0,13.0,20.0,23.0,44.0,3.0,5.0,12.0,3.0,2.09,2.0,21.0,80.0,21.0,122.0,11418.47,636.25,636.25,2.33,6.0,4.0,6.0,3.0,teamEdward
2.0,2.27,15.0,14.0,56.17,29.67,12.0,39.0,13.0,8.54,15.0,19.0,4.0,5.0,12.0,3.0,2.08,2.0,13.0,25.0,13.0,42.0,1185.09,182.94,67.73,2.33,6.0,4.0,6.0,3.0,teamEdward
2.0,2.11,8.0,15.0,26.0,43.39,13.0,42.0,15.0,11.75,24.0,41.0,8.0,4.0,15.0,3.0,2.05,2.0,21.0,43.0,21.0,82.0,3936.63,405.55,220.59,2.5,4.0,4.0,4.0,4.0,teamEdward
2.0,3.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,4.0,3.0,3.0,2.0,2.0,4.0,2.0,4.0,2.0,4.0,2.0,3.0,2.0,2.0,2.0,3.0,teamEdward
3.0,2.08,7.0,3.0,37.29,24.1,19.0,23.0,4.0,16.57,16.0,26.0,3.0,3.0,5.0,3.0,2.05,4.0,13.0,43.0,14.0,67.0,4694.33,324.02,262.69,3.0,2.0,2.0,2.0,3.0,teamEdward
2.0,2.5,2.0,3.0,2.0,20.13,12.0,15.0,13.0,9.5,8.0,11.0,4.0,5.0,12.0,3.0,2.23,2.0,8.0,27.0,8.0,36.0,1022.0,138.0,58.67,2.33,2.0,2.0,2.0,4.0,teamEdward
2.0,2.13,2.0,3.0,2.0,10.77,11.0,13.0,3.0,12.13,6.0,11.0,2.0,3.0,4.0,3.0,2.09,4.0,10.0,17.0,10.0,26.0,901.21,90.81,51.96,3.0,2.0,2.0,2.0,3.0,teamEdward
4.0,2.18,6.0,12.0,6.14,83.59,25.0,158.0,137.0,57.46,64.0,301.0,14.0,27.0,114.0,21.0,2.16,4.0,141.0,409.0,143.0,708.0,250958.7,4527.03,13944.04,2.76,2.0,2.0,2.0,24.0,teamEdward
5.0,2.41,9.0,14.0,24.73,41.17,29.0,59.0,59.0,61.96,36.0,153.0,3.0,17.0,46.0,12.0,2.26,2.0,36.0,247.0,39.0,398.0,140812.71,2350.57,7824.82,2.67,2.0,2.0,2.0,8.0,teamEdward
2.0,2.12,8.0,24.0,17.380000000000003,33.97,20.0,65.0,18.0,28.1,22.0,60.0,4.0,6.0,16.0,3.0,2.06,3.0,35.0,103.0,35.0,161.0,21780.37,836.42,1211.91,2.25,2.0,2.0,2.0,6.0,teamEdward
3.0,2.21,7.0,15.0,15.95,36.13,21.0,60.0,36.0,34.11,23.0,73.0,5.0,10.0,30.0,7.0,2.14,2.0,39.0,137.0,40.0,208.0,35214.66,1098.32,1958.26,2.63,14.0,4.0,12.0,8.0,teamEdward
2.0,3.0,2.0,2.0,2.0,2.0,2.0,9.0,8.0,2.0,2.0,2.0,3.0,4.0,8.0,3.0,2.29,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.5,2.0,2.0,2.0,3.0,teamEdward
2.0,2.36,2.0,3.0,2.0,26.43,11.0,15.0,18.0,15.09,13.0,34.0,4.0,6.0,16.0,3.0,2.31,3.0,13.0,44.0,13.0,76.0,4188.77,321.82,234.6,2.25,2.0,2.0,2.0,6.0,teamEdward
8.0,2.27,2.0,4.0,15.33,33.07,19.0,57.0,50.0,37.11,25.0,97.0,2.0,14.0,40.0,8.0,2.22,9.0,41.0,112.0,47.0,207.0,38305.42,1093.0,2129.97,2.5,22.0,4.0,20.0,3.0,teamEdward
2.0,2.37,2.0,7.0,2.0,22.98,19.0,32.0,31.0,22.4,12.0,26.0,6.0,9.0,26.0,8.0,2.23,2.0,21.0,68.0,21.0,92.0,8731.97,429.94,487.0,2.86,12.0,4.0,12.0,8.0,teamEdward
2.0,2.46,2.0,5.0,2.0,28.14,13.0,24.0,28.0,16.060000000000002,11.0,25.0,6.0,8.0,24.0,3.0,2.27,2.0,15.0,64.0,15.0,87.0,5165.5,369.36,288.86,2.17,2.0,2.0,2.0,7.0,teamEdward
2.0,2.3,2.0,3.0,2.0,16.55,15.0,14.0,12.0,12.11,11.0,16.0,4.0,5.0,11.0,5.0,2.25,4.0,12.0,21.0,12.0,35.0,1489.96,149.16,84.66,3.0,2.0,2.0,2.0,4.0,teamEdward
6.0,2.37,6.0,10.0,27.81,28.68,19.0,47.0,40.0,25.54,15.0,38.0,7.0,12.0,32.0,3.0,2.22,2.0,25.0,94.0,29.0,130.0,14786.08,630.08,823.34,2.1,2.0,2.0,2.0,8.0,teamEdward
2.0,2.33,2.0,2.0,2.0,12.8,7.0,7.0,3.0,4.5,5.0,5.0,2.0,3.0,4.0,3.0,2.2,2.0,5.0,8.0,5.0,11.0,69.5,29.0,5.75,3.0,2.0,2.0,2.0,3.0,teamEdward
2.0,2.43,2.0,4.0,2.0,20.58,13.0,17.0,13.0,11.43,9.0,14.0,4.0,5.0,12.0,3.0,2.2,2.0,9.0,32.0,9.0,44.0,1653.29,177.14,93.74,2.33,2.0,2.0,2.0,4.0,teamEdward
3.0,2.23,50.0,39.0,31.88,76.42,26.0,205.0,95.0,41.83,49.0,158.0,2.0,29.0,70.0,15.0,2.13,6.0,117.0,328.0,118.0,484.0,118064.58,2966.18,6561.03,2.48,2.0,2.0,2.0,3.0,teamEdward
12.0,2.27,29.0,36.0,39.0,26.73,24.0,138.0,72.0,131.11,21.0,225.0,5.0,22.0,54.0,20.0,2.15,2.0,65.0,375.0,75.0,598.0,412248.14,3195.1,22904.56,2.9,32.0,4.0,24.0,7.0,teamEdward
2.0,2.16,3.0,5.0,4.63,38.73,30.0,44.0,28.0,34.52,33.0,74.0,7.0,8.0,24.0,3.0,2.14,5.0,39.0,133.0,39.0,205.0,38832.0,1196.18,2159.22,2.17,2.0,2.0,2.0,8.0,teamEdward
2.0,2.4,2.0,3.0,2.0,9.92,8.0,10.0,8.0,8.0,5.0,8.0,2.0,4.0,8.0,3.0,2.25,3.0,7.0,11.0,7.0,17.0,287.29,49.55,17.85,2.5,4.0,4.0,4.0,3.0,teamEdward
2.0,2.3,3.0,3.0,11.09,21.9,10.0,19.0,14.0,10.8,12.0,24.0,2.0,5.0,13.0,3.0,2.18,5.0,12.0,22.0,12.0,44.0,1543.2,177.14,87.62,2.33,6.0,4.0,6.0,3.0,teamEdward
2.0,2.25,3.0,5.0,13.11,22.38,15.0,16.0,8.0,9.219999999999999,11.0,12.0,3.0,4.0,8.0,3.0,2.14,2.0,10.0,25.0,10.0,35.0,1064.83,149.16,61.05,2.5,4.0,4.0,4.0,4.0,teamEdward
2.0,2.5,2.0,2.0,2.0,9.75,6.0,6.0,3.0,4.0,4.0,4.0,2.0,3.0,4.0,3.0,2.25,3.0,4.0,6.0,4.0,8.0,33.019999999999996,17.509999999999998,3.7199999999999998,3.0,2.0,2.0,2.0,3.0,teamEdward
2.0,2.43,2.0,4.0,2.0,22.95,14.0,17.0,13.0,10.25,10.0,13.0,4.0,5.0,12.0,3.0,2.2,2.0,9.0,31.0,9.0,42.0,1428.24,174.88,81.24,2.33,2.0,2.0,2.0,4.0,teamEdward
3.0,2.1,6.0,13.0,22.0,24.1,12.0,40.0,9.0,21.17,14.0,48.0,3.0,4.0,9.0,3.0,2.05,2.0,22.0,51.0,23.0,97.0,8121.88,425.65,453.1,2.5,4.0,4.0,4.0,3.0,teamEdward
2.0,2.6,2.0,2.0,2.0,6.61,11.0,8.0,13.0,15.5,4.0,8.0,3.0,5.0,12.0,3.0,2.5,3.0,7.0,14.0,7.0,20.0,842.64,64.27000000000001,48.7,2.33,2.0,2.0,2.0,4.0,teamEdward
2.0,2.25,2.0,3.0,2.0,23.86,16.0,16.0,13.0,16.0,17.0,32.0,5.0,5.0,12.0,3.0,2.21,4.0,14.0,35.0,14.0,65.0,4286.74,308.05,240.04,2.33,2.0,2.0,2.0,5.0,teamEdward
10.0,2.14,25.0,33.0,61.62,32.019999999999996,20.0,86.0,18.0,23.27,24.0,54.0,6.0,6.0,16.0,5.0,2.05,4.0,23.0,70.0,31.0,122.0,13587.43,640.63,756.75,2.75,7.0,4.0,6.0,5.0,teamEdward
2.0,2.33,2.0,2.0,2.0,20.96,14.0,10.0,7.0,9.64,13.0,16.0,3.0,4.0,7.0,3.0,2.25,3.0,8.0,20.0,8.0,34.0,1107.39,146.75,63.41,2.5,4.0,4.0,4.0,4.0,teamEdward
10.0,2.14,20.0,24.0,51.06,32.1,23.0,79.0,24.0,23.5,23.0,45.0,7.0,7.0,21.0,3.0,2.06,5.0,29.0,79.0,37.0,122.0,13914.18,649.08,774.9,2.2,6.0,4.0,6.0,7.0,teamEdward
2.0,2.17,8.0,17.0,18.67,27.36,22.0,55.0,18.0,27.88,19.0,46.0,3.0,7.0,15.0,3.0,2.09,3.0,32.0,84.0,32.0,128.0,16990.95,658.39,945.83,2.2,2.0,2.0,2.0,7.0,teamEdward
2.0,2.25,2.0,2.0,2.0,11.34,10.0,8.0,3.0,8.67,5.0,7.0,2.0,3.0,4.0,3.0,2.17,3.0,6.0,15.0,6.0,20.0,417.13,64.27000000000001,25.06,3.0,2.0,2.0,2.0,3.0,teamEdward
2.0,2.8,2.0,4.0,2.0,11.44,17.0,16.0,27.0,29.0,7.0,20.0,2.0,10.0,21.0,9.0,2.57,5.0,12.0,43.0,12.0,61.0,6886.83,256.99,384.49,2.88,2.0,2.0,2.0,3.0,teamEdward
2.0,2.17,3.0,7.0,16.29,18.3,9.0,16.0,4.0,6.08,8.0,9.0,3.0,3.0,5.0,3.0,2.07,3.0,8.0,13.0,8.0,20.0,273.98,68.61,17.11,3.0,2.0,2.0,2.0,3.0,teamEdward
2.0,2.17,3.0,7.0,16.29,19.13,10.0,16.0,3.0,8.0,8.0,11.0,2.0,3.0,4.0,3.0,2.07,4.0,8.0,20.0,8.0,29.0,618.79,104.8,36.27,3.0,2.0,2.0,2.0,3.0,teamEdward
2.0,2.17,12.0,9.0,64.5,31.7,7.0,27.0,7.0,5.33,11.0,14.0,4.0,3.0,8.0,3.0,2.04,2.0,8.0,16.0,8.0,28.0,331.97,100.99,20.33,3.0,2.0,2.0,2.0,3.0,teamEdward
2.0,2.2,2.0,2.0,2.0,22.77,8.0,11.0,7.0,10.25,10.0,24.0,4.0,3.0,8.0,3.0,2.11,5.0,7.0,25.0,7.0,47.0,1415.48,173.33,80.53,3.0,2.0,2.0,2.0,3.0,teamEdward
13.0,2.19,18.0,16.0,32.34,44.12,26.0,107.0,50.0,30.24,36.0,82.0,8.0,16.0,38.0,7.0,2.13,2.0,64.0,125.0,75.0,205.0,33578.57,1191.17,1867.36,2.36,20.0,4.0,18.0,9.0,teamEdward
2.0,3.0,2.0,2.0,2.0,2.0,2.0,64.0,4.0,2.0,2.0,2.0,3.0,3.0,5.0,3.0,2.02,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,teamEdward
9.0,2.32,30.0,31.0,40.89,26.94,28.0,123.0,69.0,79.43,25.0,139.0,3.0,22.0,51.0,15.0,2.17,2.0,57.0,209.0,64.0,346.0,149564.2,1933.46,8311.01,2.65,37.0,4.0,26.0,4.0,teamEdward
2.0,2.29,14.0,6.0,65.16,16.1,11.0,27.0,8.0,7.4,7.0,8.0,4.0,4.0,8.0,3.0,2.08,2.0,9.0,16.0,9.0,22.0,413.19,78.15,24.84,2.5,4.0,4.0,4.0,4.0,teamEdward
2.0,3.0,2.0,2.0,2.0,2.0,2.0,11.0,7.0,2.0,2.0,2.0,2.0,4.0,7.0,3.0,2.22,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.5,2.0,2.0,2.0,3.0,teamEdward
2.0,2.39,3.0,4.0,7.26,33.61,16.0,24.0,32.0,20.67,20.0,50.0,5.0,9.0,27.0,9.0,2.32,7.0,20.0,72.0,20.0,120.0,11015.33,592.0,613.85,3.0,2.0,2.0,2.0,6.0,teamEdward
2.0,2.31,6.0,8.0,8.35,43.64,24.0,115.0,79.0,41.47,36.0,124.0,10.0,20.0,63.0,14.0,2.16,4.0,61.0,163.0,61.0,285.0,64871.18,1645.48,3605.84,2.67,2.0,2.0,2.0,13.0,teamEdward
2.0,2.41,2.0,5.0,2.0,27.42,17.0,23.0,34.0,21.69,18.0,44.0,7.0,9.0,29.0,8.0,2.33,3.0,19.0,61.0,19.0,103.0,9853.11,502.37,549.28,2.86,2.0,2.0,2.0,8.0,teamEdward
2.0,2.6,2.0,2.0,2.0,15.11,10.0,8.0,9.0,6.8,7.0,8.0,2.0,5.0,8.0,5.0,2.5,3.0,7.0,13.0,7.0,19.0,303.96,64.91,18.78,3.0,2.0,2.0,2.0,3.0,teamEdward
2.0,2.5,2.0,3.0,2.0,23.13,12.0,17.0,18.0,11.29,9.0,15.0,5.0,6.0,16.0,3.0,2.27,2.0,10.0,37.0,10.0,50.0,1823.84,198.2,103.21,2.25,2.0,2.0,2.0,5.0,teamEdward
2.0,2.25,2.0,3.0,2.0,10.54,9.0,9.0,4.0,6.67,5.0,6.0,3.0,3.0,5.0,3.0,2.14,2.0,6.0,10.0,6.0,14.0,188.03,41.86,12.33,3.0,2.0,2.0,2.0,3.0,teamEdward
4.0,2.27,11.0,6.0,57.0,23.43,9.0,28.0,13.0,6.38,10.0,12.0,3.0,5.0,12.0,3.0,2.12,3.0,11.0,16.0,13.0,26.0,412.22,95.77,24.79,2.33,2.0,2.0,2.0,4.0,teamEdward
4.0,2.22,12.0,21.0,44.86,26.09,19.0,50.0,12.0,14.75,16.0,23.0,6.0,6.0,10.0,3.0,2.08,3.0,18.0,43.0,20.0,64.0,3918.29,309.16,219.57,2.25,2.0,2.0,2.0,6.0,teamEdward
2.0,2.5,6.0,3.0,18.67,31.14,13.0,33.0,48.0,22.35,12.0,39.0,8.0,12.0,40.0,3.0,2.32,2.0,22.0,100.0,22.0,137.0,12068.79,594.96,672.38,2.1,2.0,2.0,2.0,11.0,teamEdward
2.0,2.25,2.0,7.0,2.0,18.19,12.0,19.0,10.0,11.44,11.0,19.0,4.0,4.0,10.0,3.0,2.12,5.0,10.0,21.0,10.0,38.0,1446.3,154.93,82.24,2.5,4.0,4.0,4.0,4.0,teamEdward
6.0,2.26,11.0,23.0,29.08,25.31,24.0,73.0,34.0,32.11,21.0,54.0,4.0,12.0,26.0,3.0,2.14,2.0,37.0,81.0,41.0,133.0,21131.06,703.84,1175.84,2.1,13.0,4.0,12.0,4.0,teamEdward
2.0,2.44,2.0,3.0,2.0,29.11,14.0,18.0,18.0,12.2,12.0,19.0,5.0,6.0,16.0,3.0,2.25,2.0,11.0,47.0,11.0,64.0,2822.14,278.48,158.67,2.25,2.0,2.0,2.0,5.0,teamEdward
2.0,2.33,3.0,4.0,27.0,12.8,7.0,10.0,4.0,4.5,5.0,5.0,3.0,3.0,5.0,3.0,2.13,2.0,5.0,8.0,5.0,11.0,69.5,29.0,5.75,3.0,2.0,2.0,2.0,3.0,teamEdward
9.0,2.39,2.0,9.0,32.43,29.48,17.0,38.0,40.0,23.35,15.0,39.0,8.0,11.0,33.0,9.0,2.25,2.0,18.0,87.0,25.0,124.0,12521.46,588.5,697.53,2.7800000000000002,2.0,2.0,2.0,9.0,teamEdward
2.0,2.25,2.0,3.0,2.0,21.98,16.0,13.0,8.0,12.23,15.0,21.0,4.0,4.0,8.0,3.0,2.18,3.0,10.0,26.0,10.0,45.0,2093.78,206.46,118.21,2.5,4.0,4.0,4.0,4.0,teamEdward
2.0,2.1,2.0,3.0,2.0,17.9,12.0,14.0,4.0,8.43,9.0,11.0,3.0,3.0,5.0,3.0,2.08,4.0,12.0,18.0,12.0,27.0,658.91,104.19,38.5,3.0,2.0,2.0,2.0,3.0,teamEdward
2.0,3.0,2.0,2.0,2.0,2.0,2.0,17.0,9.0,2.0,2.0,2.0,3.0,4.0,9.0,3.0,2.13,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.5,2.0,2.0,2.0,3.0,teamEdward
2.0,2.35,2.0,3.0,2.0,19.27,15.0,25.0,30.0,19.55,12.0,29.0,4.0,9.0,25.0,8.0,2.3,2.0,22.0,42.0,22.0,69.0,5321.03,305.08,297.5,2.86,2.0,2.0,2.0,5.0,teamEdward
2.0,2.29,11.0,2.0,58.25,11.82,13.0,20.0,8.0,13.0,7.0,12.0,3.0,4.0,8.0,3.0,2.11,5.0,9.0,19.0,9.0,29.0,1190.0,110.0,68.0,2.5,4.0,4.0,4.0,3.0,teamEdward
2.0,2.45,2.0,5.0,2.0,19.98,16.0,17.0,23.0,19.82,13.0,30.0,7.0,7.0,20.0,5.0,2.33,4.0,13.0,43.0,13.0,71.0,5711.41,322.43,319.19,2.6,2.0,2.0,2.0,6.0,teamEdward
5.0,2.03,14.0,25.0,36.88,31.47,20.0,72.0,23.0,27.11,21.0,55.0,6.0,3.0,21.0,3.0,2.01,2.0,30.0,91.0,33.0,144.0,18573.43,741.74,1033.75,3.0,8.0,4.0,8.0,3.0,teamEdward
12.0,2.23,8.0,18.0,31.63,47.92,24.0,74.0,37.0,17.77,32.0,45.0,10.0,13.0,28.0,7.0,2.15,2.0,40.0,86.0,50.0,129.0,11416.37,725.96,636.13,2.45,10.0,4.0,8.0,10.0,teamEdward
2.0,2.09,2.0,7.0,2.0,25.74,11.0,20.0,4.0,10.44,10.0,17.0,3.0,3.0,5.0,3.0,2.06,3.0,13.0,36.0,13.0,51.0,1691.91,202.29,95.88,3.0,2.0,2.0,2.0,3.0,teamEdward
2.0,2.33,2.0,3.0,2.0,16.9,13.0,18.0,17.0,13.69,10.0,19.0,4.0,6.0,15.0,3.0,2.25,2.0,14.0,26.0,14.0,43.0,2037.55,176.17,115.09,2.25,2.0,2.0,2.0,5.0,teamEdward
2.0,2.3,3.0,3.0,11.09,21.9,10.0,19.0,14.0,10.8,12.0,24.0,2.0,5.0,13.0,3.0,2.18,5.0,12.0,22.0,12.0,44.0,1543.2,177.14,87.62,2.33,6.0,4.0,6.0,3.0,teamEdward
2.0,2.17,2.0,4.0,2.0,17.42,10.0,12.0,5.0,6.8,7.0,8.0,4.0,3.0,6.0,3.0,2.1,2.0,8.0,16.0,8.0,22.0,357.24,76.01,21.74,3.0,2.0,2.0,2.0,3.0,teamEdward
2.0,2.09,2.0,7.0,2.0,23.27,12.0,20.0,4.0,12.0,10.0,18.0,3.0,3.0,5.0,3.0,2.06,3.0,13.0,37.0,13.0,53.0,2128.66,214.67,120.15,3.0,2.0,2.0,2.0,3.0,teamEdward
2.0,3.0,2.0,2.0,2.0,15.29,8.0,3.0,8.0,5.0,6.0,6.0,2.0,4.0,8.0,3.0,4.0,2.0,2.0,10.0,2.0,14.0,121.59,41.86,8.64,2.5,2.0,2.0,2.0,3.0,teamEdward
3.0,2.33,2.0,12.0,35.33,14.06,5.0,20.0,6.0,3.5,5.0,5.0,3.0,3.0,7.0,3.0,2.06,3.0,4.0,6.0,5.0,9.0,29.14,20.09,3.51,3.0,2.0,2.0,2.0,3.0,teamEdward
