theta1,theta2,theta3,theta4,theta5,theta6,theta7,theta8,y
-1.0515965,-1.4984962,-0.65535172,1.1038872,-0.82150775,1.0664183,0.98789999,1.4046719,0.66942796
-1.2491031,0.006478987,1.2101973,1.1172731,0.7625963,1.1741762,-0.53603509,-0.62279934,0.18185953
-0.38569983,0.71181717,1.0550666,-0.86400678,-0.71380879,0.11963777,1.3160003,0.84357624,0.54877255
-1.1018445,-0.36574511,1.2273478,0.51689921,-1.1293284,0.41748977,-1.3564141,0.23743805,0.82744079
1.0018521,1.2757758,-0.33192969,-1.4276396,-0.90208633,-1.4370919,0.78880215,-1.1144243,0.52990856
0.52676026,0.01956569,0.81518139,1.0463054,0.39267067,0.44645639,-0.75587984,-0.52751997,0.50732564
0.094945066,-0.17295314,0.94162697,-1.0878038,-0.087429357,-1.4703689,-1.0065624,0.42953603,0.29788559
1.0210936,-0.18559186,-0.077792507,-0.33358928,1.4979052,-0.9081455,0.95419449,-1.3042462,0.8840884
1.5449921,1.1564515,-1.2855951,1.4944709,0.064572922,-0.27757993,-0.19438439,0.075116689,0.87568559
0.94646786,0.2047484,0.28096446,-0.43965304,1.2502307,-0.12370546,0.74245702,-1.1843426,0.73266548
-1.2321331,-0.59104002,1.0620819,1.1266248,1.2889319,1.3741944,0.24072826,1.0487163,0.18477627
0.16301771,1.5010178,1.2035028,-0.072313755,-1.2925061,-1.1723288,1.3046303,0.33714598,0.39192816
-1.3412832,0.47749948,1.3128434,-0.8887579,-1.1066135,0.33633599,0.85803639,0.17037634,0.48489503
0.70552897,0.76461414,0.20794653,-0.82565789,1.5285308,-0.35160232,0.0099391525,0.063371419,1.0202377
-0.93321021,0.65888993,-1.4707831,1.2367596,1.4070958,-0.24123478,1.1442953,-0.99791461,0.88590291
1.3953228,-0.77393492,0.83517193,-1.5639236,0.4545596,-0.59495356,-0.63414275,-0.16341538,0.3663049
-0.07471998,-1.2174943,1.0026555,-0.32780712,0.9506183,-1.4487746,-0.95325936,0.75051279,0.58493912
0.24471902,-1.2568078,0.14984553,-0.59235353,0.6491901,1.4936564,-1.1795975,0.092932328,1.0014956
-1.5098068,1.2737204,-1.3402752,-0.35358003,-0.41350566,-1.4256336,0.5621745,-0.55600359,0.87417265
-0.45033191,-0.35112559,1.4895292,-1.2007147,-0.92221894,-1.0907721,1.3703352,-0.51099289,0.58906612
1.0399837,1.4760763,-1.1123627,-0.18653187,-1.4423883,-0.53881678,-1.3544878,1.1135468,1.2229548
-0.55487232,1.5596837,1.4833457,-0.47610839,0.099494209,1.516044,-0.083012288,-0.71507074,0.25673592
0.58723712,1.5498197,1.0100093,1.5126761,0.70597138,1.4792435,1.0049411,0.23563729,0.38118323
-0.90007143,0.33217615,0.45031555,-0.41231113,0.18523169,-0.75089671,0.19852857,-1.5050088,0.76200316
0.81329518,-0.1442178,0.029403942,-1.2836002,0.51913093,0.75736685,-0.57587107,-1.2566227,0.82579812
1.0292799,-0.31240928,-0.24116235,-0.48752757,-1.1104684,0.15485977,-0.22037886,-0.77887631,0.61050498
-1.560302,0.33169932,-1.1006768,-1.4517084,0.93271568,0.65205348,-0.38985415,-1.4882183,1.1715637
-0.48632382,0.84484346,1.2063461,-0.96952703,0.030668702,-0.88687149,0.22671433,-0.97661568,0.72969804
0.77451869,0.73666535,-0.94953927,0.88166215,-1.0651014,0.51845593,0.2510025,-1.1678872,0.69989764
0.67302731,-1.5693773,0.765123,-0.27140916,0.12397626,1.1869194,-1.526999,0.96827647,0.76878095
-0.38734034,-0.045103736,-0.91369176,0.41732054,-0.0020036733,0.61865017,-1.5554326,-0.5734978,1.0534869
-0.24142987,0.34752545,0.37624896,-1.4090587,0.75382679,0.086168033,1.0918443,0.0018967633,0.92819825
-1.3115014,0.91767037,-0.41598107,1.5622181,0.14665457,-0.64073364,-0.20369893,-0.34263821,0.97857152
-1.4927407,1.1209052,-0.15391968,-1.4010282,0.68058143,0.058819301,-0.6971925,0.84731102,0.73768726
1.4324402,0.21572822,-1.5574402,-0.78350586,-0.4405943,-0.55025539,-0.16505911,0.025152727,0.74397528
0.52685148,0.029352821,0.95726341,-0.45120233,1.5256884,0.1065793,1.2748123,1.0853378,0.60928292
-0.88135768,-0.13453311,-1.0278743,0.39302929,1.3699508,-0.78721766,-1.193883,0.61294797,0.78049366
-0.32928451,0.5335451,-0.91348647,0.53658525,-1.0501179,-1.5588102,0.42091266,-0.11815783,0.86120919
1.0075021,-1.5074623,-0.048634529,0.50094633,0.14739779,1.0321477,1.3411501,0.20006598,0.33530073
0.70385233,1.3516458,1.2820317,-1.1271515,0.33556226,0.54417042,-0.34613002,-0.53779395,0.83183209
-0.98816777,-0.29148591,-0.99250819,-1.0981118,1.12552,-0.39210872,-0.66336891,-1.3417705,1.2821186
1.3870393,1.2771309,0.83119009,0.62567011,1.478606,0.56880189,0.99100186,0.37125613,0.54932086
-1.0317856,-1.5652918,-1.3568201,-0.36330182,0.85915681,-1.5188953,0.57293682,-0.9453193,1.3699476
1.0232592,-1.5221022,-1.1905132,0.67548349,1.4569171,-0.34158238,0.9934458,-1.0647185,1.1753811
1.4763346,-0.54949457,1.3015317,-0.3280315,1.0418691,-1.4607568,-0.74319742,-0.31582864,0.58005114
-0.94399765,0.38152158,0.75024144,-1.5686471,0.79227928,-1.4839444,0.37131699,-1.4869407,0.68413027
0.26784852,-0.89898411,0.87889943,1.23126,1.1229111,-0.32226862,0.56229314,-1.385264,0.17374767
0.95068794,0.38062497,-1.3059319,-1.4573384,0.1837691,-1.5469705,-0.097567608,-1.3326133,0.80768675
1.3141855,-0.043540548,-0.028732035,0.24359979,-0.20051329,0.81177114,1.0839773,0.70059917,0.48691252
0.2746726,0.35252093,0.25966857,-1.4945301,0.45396447,-1.4392286,1.2948252,-0.29240733,0.99507086
1.5582174,0.62323592,0.96678622,1.0684397,0.77199171,-1.2577364,0.37019016,-1.0446655,0.54898837
0.45422444,0.24689902,1.4512645,0.42960517,0.81336362,1.4112738,-1.3473655,1.1428782,0.57938893
0.41379187,-0.65044685,-1.0749439,-0.032125225,-1.3508979,1.337284,-0.095723308,0.461075,0.64947174
-0.74288144,1.3781221,0.22265329,1.1438201,1.2363905,0.86271209,1.4437945,-0.4483469,0.17617354
-0.99660441,-0.55363265,0.046093213,-1.2606033,-1.2364535,0.67983455,0.12927937,-1.4005585,0.86326251
-1.3618142,0.24778609,-1.4300508,1.4778417,0.50240974,0.93177019,-0.57840778,-1.1412475,0.90989525
0.71002066,-0.52959691,0.93962607,1.1544641,0.31654951,1.4156647,-0.71635441,0.35094333,0.41031666
1.5469455,0.73952839,1.4221585,-1.4138603,-0.66667083,0.20871899,-0.11859221,-0.10110221,0.49402886
-0.59146581,-1.1493888,1.3016846,-0.042795946,1.1539769,-1.1142874,1.3106466,-1.1739261,0.33160934
-1.0224892,-1.2012854,1.3735913,0.55676446,1.5118968,0.040292521,0.83889074,0.86477559,0.41543189
-0.45349045,-1.3993419,0.6330255,1.488309,0.54995204,1.4830117,-1.3297078,-0.98870854,0.282646
0.028837335,-0.19935202,0.46095639,-0.39124659,-0.18206844,0.26466974,0.79424979,-1.0585521,0.40344152
0.023486813,-0.2623372,-0.91057157,0.1697706,-0.71804664,0.8299445,-1.2316018,-0.6733945,0.74419336
-0.28558537,0.38995517,-1.5314417,1.5017851,-1.3878079,1.4548169,0.17496484,-0.37558098,1.0675247
0.34228562,-1.0074729,1.2929418,-0.57171044,-0.36187068,-0.76357506,0.18089272,-0.31811249,0.72350815
0.65797853,0.32399427,-1.0809372,-1.0897932,-0.9949841,0.21129822,-0.90745096,1.114715,0.56149436
0.37017302,0.34772669,0.96217321,-1.0484545,-0.29404643,-0.78396184,1.5640174,0.33003556,0.67590695
-1.5123343,-0.66314798,1.4441973,-0.72047154,0.57199111,-1.1591376,-0.76401883,-1.5333693,0.66115545
-1.5369223,1.0262626,0.079502429,0.21843251,0.1377697,-0.61592963,1.2998169,0.85479892,0.94792385
-1.147331,-0.29013931,-1.3258062,-0.39895325,-0.30730099,0.22912206,-0.23315507,0.78350977,1.0158246
1.2152302,-0.74285223,0.66486901,-1.3480682,0.7690144,-0.82431129,-1.2856449,0.10996205,0.37381997
0.46721978,-0.96781628,0.89488305,-1.5142395,-0.65847572,0.54889122,0.45208501,-0.43003843,0.6683433
0.39154951,0.56704421,-0.3465013,-0.5025089,0.21875397,-1.0294617,0.88323148,0.023557732,0.9831384
-0.11766809,0.94125602,0.31474321,0.62574068,-0.5187887,0.31596843,0.44386776,-0.62264736,0.34167815
0.99927141,1.2461621,0.061280918,-1.3547777,-1.0134665,-1.2033904,1.5394094,-1.4700644,0.77584084
1.3592387,0.85127865,0.96345159,-1.1426519,-0.48832224,0.15658447,1.5201714,0.91639227,0.62957925
0.46622072,0.32386029,1.0981348,0.76876267,-0.0687806,-0.0024156179,0.61773059,-1.3018212,0.18761602
-1.5652482,-0.16961801,1.3592101,-1.2328344,0.11252377,-1.4018031,-1.5653726,-0.0033502367,0.36980226
1.3172795,0.82186493,-1.382334,1.0584486,1.3546878,-0.71734295,1.4254917,-0.44857141,0.98110503
0.097988596,1.4509872,-0.25310491,1.5255933,1.5353465,-1.4447829,-0.14167749,-1.162205,1.0388991
0.48697078,1.231602,0.3238592,0.39689668,1.0977727,-1.2418032,0.19699551,-1.3075457,0.96704973
-0.99973755,0.76884724,-1.5265895,-0.070959751,0.58138573,0.38494124,0.62329324,-0.41605555,1.0982846
0.75995929,1.0845149,0.80276629,0.27130143,0.68957772,-0.29456505,0.98247329,0.84314104,0.82363807
0.61460198,-1.3262317,-1.0747869,0.019835574,-1.5319958,0.90152908,0.28793621,-0.62729614,0.89151205
1.457724,-0.29435143,-0.10332147,1.1687672,-1.4786241,1.0942469,0.17402867,0.21542422,0.042327299
0.096442847,1.4541748,-1.3109741,-1.0169197,0.88033592,-0.75899115,-0.88824043,0.64895849,0.73123285
-0.96744108,-0.086616323,1.2678316,-0.5996263,1.2255817,-0.76220688,0.42467241,0.57880794,0.74508677
1.1182043,0.31959456,0.63229725,-0.91310827,0.94586075,-0.83271846,-1.4639176,-1.4515223,0.40095092
-0.049436996,0.35046011,1.0436377,0.6965226,-0.36780163,-0.38526321,0.68565903,0.91622434,0.48420694
-0.29891117,0.33555231,-1.1227899,1.440049,1.0918926,-0.099174382,-0.67772749,1.5411016,0.80823102
0.77745119,-0.82751232,0.98248257,0.10593493,1.1326224,1.1744771,-0.24489076,1.2470975,0.42639074
1.0707935,0.60399556,0.14978178,-0.70267821,0.20861227,-0.16500752,0.70636597,1.4083206,0.69355988
1.5041897,1.4560058,0.60492716,0.49751454,-1.3894731,-0.75843884,-0.24540374,0.13317277,0.70761894
-0.26240228,1.5292162,0.196589,-1.5203947,0.36843667,-0.21875335,0.95914311,-0.57907793,1.0329385
-1.3946043,-1.399816,-1.4709815,-0.42648224,-0.38307826,0.013555138,1.253271,0.96412046,0.92275606
-1.5260406,-1.5254449,0.16818182,-0.97491455,0.25447007,-1.5131409,-0.50256453,0.91108527,0.36086555
0.91080098,-1.3350877,0.84018474,-1.4402865,0.74778837,-1.0664317,1.4596008,1.3221982,0.56920972
0.92435749,0.38018597,0.97725291,0.77814812,-0.28115844,-0.15461128,-1.1554538,-1.1804818,0.5669124
-0.89766492,-0.8500587,-0.62221536,1.3046177,-0.77040717,-0.6424184,-0.088965727,0.34789257,0.93488319
0.41731538,0.92286531,-0.072431629,-1.2134571,0.21902603,0.50671506,0.31802921,-0.74825377,0.85982477
-0.11796206,0.93268978,1.4804833,-1.3505246,1.5705981,-0.35140067,-0.93868987,-0.2620568,0.64134995
-0.80792033,-0.027689134,-0.05482011,0.64577385,0.40156617,0.52209649,-0.30936551,0.52811751,0.87564373
0.73999362,-1.3974543,-0.64237618,-1.2228263,-1.4288417,0.42277411,-1.2066669,-0.58281285,0.37007184
-0.30705388,-0.65653814,0.71022298,1.1721105,1.38701,1.5044366,-0.31736158,-0.21406172,0.17646626
-0.98193401,1.4639383,-0.26580858,0.36811119,0.17150245,-0.37866884,1.1522991,-0.39301114,0.67502558
0.10392861,0.69139713,-1.3436513,-0.85319973,-1.2032219,-0.31481736,0.87389522,-1.5350171,0.78858326
-1.5491541,-1.1592713,0.46341996,1.1241174,0.34151864,-0.44305547,0.38654655,-0.77227004,0.68758112
-0.35815195,0.43427423,0.86535566,0.77912936,-1.0948041,0.49058568,1.3057184,0.38622046,0.24526012
0.40574307,1.4481678,-1.2820107,-1.04308,0.32369736,-0.42033826,0.20527877,-1.182521,0.89227994
1.1291363,-0.22524465,1.1228122,0.051390003,-0.061920042,1.5185688,-1.4732318,-0.66399767,0.42480737
-0.63997471,-0.25573488,0.70825977,-0.50525694,-1.3230502,0.23510225,1.497683,-0.90422347,0.5247109
1.3305773,-0.53965391,-1.156319,-1.0576269,-1.0971448,-0.61029357,1.5139529,0.88134679,0.65066796
0.28720482,0.96959721,0.82791989,0.84488217,1.5504791,1.4019506,-1.5063853,-0.80015853,0.74863746
1.3254022,1.1356799,0.77933065,0.22963006,-1.1089618,-0.80203514,1.0527983,0.62653636,0.51614114
-0.67633228,-0.33084805,0.51603103,1.0683092,-0.91722747,-0.9932555,1.0898217,-0.54844283,0.43279427
0.86370752,-1.0841509,-0.99808633,-0.28453047,-0.87472054,-0.86567964,-1.5525462,-1.1392532,0.82818681
0.19325095,-1.3530002,0.10821226,1.0809637,-1.4671354,0.59664917,1.2549983,-1.5600715,0.81586334
-1.3958194,-0.56762567,0.74088261,0.21307474,1.0741971,0.34236268,0.87859636,1.4419895,0.73284478
-0.93145865,0.3028886,-0.19996831,-0.18244707,-0.17765251,-0.75013769,-1.1035351,-0.81703178,0.87450839
-1.0194784,0.30139909,0.44618703,-0.70094367,0.4031279,0.58219119,-1.1312028,0.8385611,0.83769643
-0.03601335,-0.43025642,-1.3223191,1.3908269,-1.3969692,0.040306817,0.18706596,-1.5246612,0.58334143
-0.20740472,-0.87944237,0.025164692,-0.74383603,1.1118591,1.5420034,1.1707765,0.27558116,0.59696427
1.1353173,0.98321083,1.4320921,0.55851813,0.2522618,0.60021843,0.29425113,1.2197151,0.49258389
-0.32762466,0.14110248,1.1454026,-1.2563284,-0.99630426,1.472403,-0.75104545,0.10734849,0.65113447
0.85757356,-0.84103022,-1.5353204,-0.1413347,-0.5673407,-1.3565432,0.27996891,-0.29561261,0.82722592
1.1308302,-0.73404126,-1.5261947,0.82361949,1.0580571,-0.17600982,0.0036419426,0.14780462,1.2268333
-0.070133538,-1.0066942,-0.19937582,1.1306551,1.3757793,0.77031028,-0.78165648,1.0175377,1.1420956
-0.49152429,-0.10308144,-0.8871783,0.94993533,-0.21190756,-1.5260996,0.055567354,0.39846549,1.1024689
-0.48162074,0.54070413,-1.2231662,0.28034647,0.35235651,1.3104857,-1.1023701,0.71635209,1.0556146
0.26037196,-1.4435474,0.72852688,-0.11496448,-0.013870498,-0.29049269,1.5286305,0.079342521,0.60262674
-0.64252751,-0.52121441,1.060789,-1.0750003,1.4040249,-0.69577009,0.55857432,1.5623371,0.57247158
-0.73184043,0.27445903,0.35666303,0.64029511,-0.12932214,-0.5432476,0.29827545,1.4204355,0.84507452
-0.74195284,0.66543749,-1.1598596,0.076490617,-0.0097376384,1.5658499,1.0044693,0.84275146,0.65375166
-1.1666928,0.20372891,-0.045566185,0.18067362,-0.17344331,-0.8111173,-0.70709887,1.4364329,0.70870211
-0.11866391,-1.0332607,0.89713118,0.88332992,1.3528274,-1.4084734,0.66325886,-1.1323242,0.52415763
1.2015751,1.1871449,-0.0037341035,-1.1241777,0.13649563,-1.1823372,-0.58759875,-0.39213876,0.48858457
-0.45772541,-1.0214501,0.094438865,-0.66115711,-1.2991908,0.49006276,0.92152336,-1.5133543,0.72831403
-1.1087225,1.1180109,0.82085186,0.85956187,-1.4701963,0.30648393,0.05800948,-0.25002598,0.40368337
-0.70202732,0.50975332,-1.337229,-1.439567,1.1860183,1.2356681,-0.73290792,-0.31971355,1.3044195
0.88994595,-0.1749126,0.73391308,0.805729,1.0203966,1.2629845,-1.4223777,-0.15826778,0.64693348
-0.42338747,-0.021714167,1.2016619,0.46470461,0.39174415,0.093524842,1.1037148,-1.0848644,0.15098574
-0.77666553,-1.139915,-1.0557614,-1.4150709,0.30843424,1.5666718,-1.0760607,0.74289506,1.2664456
-0.20152542,0.21794525,1.440373,1.1204069,-1.3037024,-1.225682,1.3862605,-1.5188065,0.3615002
-0.99875999,-0.94431714,0.91046704,1.5166479,0.74869768,0.7694722,0.93080401,-0.42189567,0.45334141
-1.3729933,0.95256073,0.46890385,0.48396677,-0.39026425,-1.0393786,0.28386398,1.126264,0.77533126
1.0946798,-0.65467542,0.63413179,0.43168437,0.56269776,1.1112659,1.4714526,1.3986695,0.21071687
1.5252901,1.3507087,1.567166,-0.036145958,-0.39314442,1.3690786,0.46506933,-0.29483209,0.41644067
-0.32928451,0.5335451,-0.91348647,0.53658525,-1.0501179,-1.5588102,0.42091266,-0.11815783,0.86120919
0.65177402,1.0747046,1.1822695,-0.72063914,0.58156866,-0.97444791,-0.082097534,1.5696188,0.42507287
0.78812546,-0.93027814,0.46728308,-0.80635082,0.54305963,0.48339239,-0.2312152,0.26820004,0.86822196
-0.60622342,-1.5706812,-0.99985799,-0.17947436,0.49603533,-1.0190631,1.2338003,0.26165967,1.2854628
-0.47071226,0.37464548,-1.5458811,0.29042453,-0.96556504,-0.20712558,-0.23931292,1.2945693,0.95915514
0.68157985,-0.66380614,-0.25422127,-0.063029775,-1.2453183,0.048698778,-0.11779751,-1.2903601,0.52271314
0.75805422,-1.3266807,-0.28379478,1.0846338,1.431348,0.80808094,0.73939122,0.99239083,0.7592078
0.19613527,-1.3454794,0.94056905,-0.71517043,-0.37973574,-1.0797921,-0.40305979,-0.80850658,0.70991831
1.457977,-0.11525918,-0.60004801,-0.96020862,-0.16104061,0.39836316,0.040747207,1.2160164,0.85307442
-1.1795878,0.63240809,-0.34867257,-0.74226873,0.44850666,0.66581695,-1.4741413,-0.58276624,1.2056888
-0.57219959,1.4884385,-0.94294456,1.3099466,-0.20923961,0.70954324,-1.1033857,-1.2949028,0.57978439
0.92565904,1.506771,-0.81301409,-1.2595562,0.30457705,0.17027212,0.060965451,-1.4544743,0.95787436
1.2028802,0.67375381,1.528943,-0.96556582,-0.44798674,0.063578292,-0.40419609,-0.60092005,0.44756969
1.0833007,1.2151028,-0.72372421,0.014777786,0.04402749,1.4915319,-1.4192307,0.47724089,0.92826634
0.66311722,0.85366608,-0.42281276,-0.54947631,-0.96361497,-0.32468045,-0.86756292,-0.9313569,0.57779574
-0.1719016,0.22888211,0.98730777,1.5494118,0.86639513,1.1232204,0.81097105,-0.0021055641,0.4284198
-1.4084411,-1.3990522,0.058561614,1.156891,-0.98345322,-0.014542591,-1.5438171,-0.61175258,1.0745695
-1.4135208,0.95967907,0.95210961,-0.31734795,-1.1195328,1.5700422,-1.0774512,0.82783893,0.61974158
-1.0716194,1.2696937,0.22369114,1.0125815,-0.27809289,1.3345509,-1.1224283,-1.3694194,0.12184821
-0.93026772,0.17875253,0.33168892,1.1699988,-0.16093796,-0.079634511,0.99838863,0.079109784,0.15191665
0.97418893,1.0921383,-1.3951546,0.033323787,-0.47811397,0.15169264,0.29878483,-1.2669737,0.62876769
0.56150422,-0.53047858,0.3896244,0.9559159,1.5583698,0.37029956,-0.31402234,-0.26953074,0.76927551
0.20206906,-1.0587411,1.2039787,-1.5542399,0.41923309,-0.021408606,-0.28780695,-0.017332597,0.70699519
0.78593508,-1.4518624,0.94370711,-0.37188377,-0.88158352,-0.45360227,-1.2721833,1.3368675,0.32639471
1.1376895,0.26686527,-0.84627746,0.16588071,-1.0826472,0.68993635,1.2896444,0.71354132,0.69675948
-0.94454732,0.34511786,1.1034157,-0.6609016,0.65217456,-0.34094118,-0.89667647,-1.0049369,0.72095112
0.79114984,0.66440034,1.122983,1.4134095,-0.15793655,0.35287866,1.0392745,0.68430612,0.28433058
-0.80011524,0.10538308,-0.30625757,-0.95592128,1.4584021,1.5058151,-0.84166721,1.3587696,1.0162213
-0.23637296,1.2704738,1.0460436,0.81545623,1.2717798,0.42397843,-1.4658011,-0.46801251,0.82587405
1.4901082,-1.2296343,-1.3148122,1.3404552,-1.489699,1.3818086,-0.24809174,0.036882224,0.77139212
-0.90670353,-0.42528861,0.66935355,0.49486823,-0.32738323,1.0669347,0.55242879,1.4833303,0.46325696
1.3731749,1.1514401,0.65926792,-0.044864715,0.70156716,-0.092029427,-1.1060553,0.63191496,0.71492906
-0.5477925,0.43594354,-0.28347086,-0.86260434,0.055154142,-1.275587,-0.79179709,-1.5494352,0.70742089
-1.3289309,1.1954871,-1.284954,-1.2055636,-0.21897722,0.1637705,0.25420991,0.46023446,0.89607666
-0.89055425,-0.22957717,-1.2522774,-0.80662509,0.25365929,-0.12821014,-1.0988621,1.0157936,0.77484366
1.3537553,1.0257435,-1.0697467,-1.1101198,0.0070990814,1.2505291,0.28673066,-0.55788227,0.8638801
0.95770875,0.66952199,-0.77004585,-0.52450121,0.54213472,0.27543306,-1.1157502,-1.1894393,1.0162852
-0.62463485,-1.0632227,-0.323443,-0.059116965,-1.5323225,-0.55611566,-0.060952105,-1.155009,0.56963021
1.1384017,-0.60799478,1.4756295,0.58237319,-0.73013024,0.21152682,0.66598099,-0.41387764,0.38260758
0.99217326,1.1694914,1.0590952,-0.91573895,0.54198849,1.2180162,-1.2482963,-1.42331,0.65126612
0.92897787,1.0703373,1.0665777,-1.3791484,0.31490037,-1.0774514,-1.1287357,-0.60748102,0.32146623
-1.5225121,1.2926962,-0.43517784,1.3558883,0.87022953,0.26301693,1.5342802,-0.035465091,0.32452252
-1.3436986,0.28585967,-0.5992874,1.1926676,-1.1480196,-0.80431014,0.17525294,-0.18813207,0.7994381
-1.1298211,0.52640496,1.1933931,0.74393742,0.86967549,0.23289577,0.18069902,-0.61398229,0.3032029
-1.3263107,-1.0853277,-0.26296213,-1.4700076,-0.72666272,-0.12733422,0.27795207,-0.85006722,1.0159066
0.9879704,-0.90390256,0.89940398,-0.96303108,0.15911158,1.3512679,1.0091683,1.0052717,0.51547439
-1.4931986,-0.20687986,0.77081688,-1.0831032,-0.2722769,-0.78693203,1.1791903,-1.2137501,0.82372271
1.2466129,-1.3488194,0.33423927,0.72568004,-1.3736902,0.97634175,-1.4233276,0.10735862,0.71028178
-0.584256,-1.2648864,-0.4463109,1.4703931,-0.28441202,-1.5164281,-0.64611311,-0.90682406,1.1504856
0.0073183084,-1.4719904,-0.80815863,-0.65079175,-0.43581699,-1.4535382,-0.54729522,-1.0262547,0.88410404
1.4630926,-0.15844,0.043777425,-0.011047916,1.4429025,-0.9751658,-0.28477512,-0.68487962,0.85945126
-1.1763095,1.2222446,-1.0402366,0.49535155,-1.1761122,-0.63337944,-1.2969939,0.92442824,1.2101238
-0.9329221,0.10143629,-0.24604211,-0.03870246,-0.39869504,1.0846572,-0.59282749,1.3308479,0.91553735
1.3705838,0.082534364,1.2740754,-1.5624695,-1.081267,1.5414529,-0.0069807971,0.93817629,0.41351719
1.1474972,-0.29813328,-0.16038396,-0.12730828,0.93293472,-1.5525557,-0.046119188,-0.54743437,0.81175859
1.4245766,-0.88113532,1.2479846,-0.1927358,0.81199611,0.015522937,-1.2338797,-0.14965735,0.5769541
-1.3552852,1.1262369,-1.5577769,-0.099410684,-0.12534601,-1.4978764,-1.4899419,-0.11632608,0.87607639
-1.305689,1.2716462,-1.4901754,1.1916856,-1.3201376,-1.4436086,-1.0036799,0.64801249,1.3171804
-1.3556679,-1.0841335,0.55716865,0.50342977,0.61784737,-1.0068483,1.0616433,0.46963878,1.0497682
-0.26057084,-0.98485851,0.37160698,-0.44158002,1.3577181,-0.96611988,-1.3849929,-0.3990249,0.67432419
-0.55977088,0.78144381,-0.78531961,-1.3649829,0.86814754,0.17259759,-1.3098292,-1.3926612,1.0893021
-0.74562487,-1.3549827,-0.26420181,1.118843,-0.94611076,0.72936363,-1.0132876,-1.189235,0.41353278
0.19137527,0.62711104,-0.6085078,0.61426732,-1.2026275,-0.2165286,-0.81810973,1.4440451,0.93998439
1.1911655,0.78727269,0.15732526,-1.1570708,0.65064173,-0.91395094,1.2845566,-1.2929137,0.84510457
-0.53769022,-1.1040849,1.3162624,-0.77701249,0.81099809,-0.46604738,0.65991227,1.2567727,0.69007078
0.30111564,0.8812076,0.52713286,-0.084954152,-1.0448876,1.5009657,-1.2403397,0.22368017,0.52736958
-0.30012146,0.7021669,-0.85359991,1.0809533,-0.10334481,-0.36319497,0.72441188,1.5149522,0.79326727
-0.49470986,-1.4322584,-0.53398784,0.23721265,-0.35708446,1.0284468,-0.83346263,0.8583704,1.0142201
-0.7030974,1.1229178,-1.2577553,-1.1872324,-0.76471451,0.66866971,1.3352842,-0.29380988,0.9344924
-1.0228333,0.66338264,0.17734421,-1.4956339,-0.020712848,-0.59828107,-0.52189403,-1.31168,0.72353803
-0.11250343,0.88227536,-0.97699012,-0.32492789,-0.68844969,-1.1952322,-0.90382212,-0.99223781,0.86712924
-0.49152429,-0.10308144,-0.8871783,0.94993533,-0.21190756,-1.5260996,0.055567354,0.39846549,1.1024689
1.4772631,0.97252848,0.80999691,-0.91359721,-0.61716314,0.037496546,1.4197421,0.65369413,0.62240303
0.96845655,-1.1087312,1.1177908,-0.82376235,-1.4123074,1.4787142,1.1939122,1.4850341,0.35590223
0.92176573,-0.36583866,-0.24992539,0.98649815,1.3944805,-0.065442188,0.69871933,-0.98951841,0.41852957
-1.5294654,-1.3027178,0.63452162,1.1566947,-0.31815595,0.27612559,1.0950664,0.77146307,0.34112014
-1.3697842,-0.7590807,1.3910722,-0.99641369,0.24941981,0.10676687,-0.78353744,0.46335291,0.7613626
1.2895715,-0.16856015,-1.4037208,-1.5279837,1.1030031,-0.67569014,0.067045646,-0.39352182,1.2101775
-0.62704246,-0.91258347,1.196895,0.25675941,0.19599218,-0.59889922,-1.1163243,-0.82257584,0.80995462
0.71024357,-0.61662269,1.1350713,-1.2385911,1.2817465,0.25094211,-0.42452521,0.35207986,0.65979765
1.2828996,-0.235421,-0.14495626,-0.28889057,-1.1543423,-0.76528534,0.83313762,-0.026915395,0.51325678
-0.20637821,-0.036948847,0.41439513,0.58193919,-0.013351603,0.72234434,0.5073603,-0.54894751,0.17750003
0.44375464,-0.18008405,-0.078997036,-1.5386897,0.39291885,1.0911244,0.69006767,1.4837496,0.84273374
0.9889362,0.63612106,-0.059985864,1.0787764,-0.9410875,0.39609518,-0.65119276,1.5297021,0.68320565
0.64796494,0.9242342,-0.48828319,-0.61289814,-0.40463465,1.384954,-0.010117867,1.2247254,0.68727976
0.78229235,-0.22763809,-0.27247318,1.4459653,0.34128626,0.81489925,1.1659212,-1.0972637,0.39698919
0.53664053,0.11606901,0.068693951,-0.61575195,-1.0262683,-0.17875273,1.2614815,0.44682106,0.56925079
-0.62463485,-1.0632227,-0.323443,-0.059116965,-1.5323225,-0.55611566,-0.060952105,-1.155009,0.56963021
-0.14861074,0.63238405,0.10042655,1.2819405,0.35286647,0.7874656,-0.77873864,1.3871755,0.75850945
0.19820601,-1.2851856,1.5304948,-0.75226887,0.99154333,-0.88094351,-0.71967491,-0.34227511,0.72833641
-0.49930001,1.0977481,0.26868698,1.5606599,-0.73711135,-0.17866143,-0.3091166,0.34477923,0.65457476
0.88773306,1.4779597,0.73454046,-1.0666294,-0.36453973,0.18603916,-1.1757442,0.36282112,0.46750074
-1.2971877,-1.5091765,-0.853258,0.70283904,0.14716192,-1.5240167,-0.37083988,1.269995,1.0510174
0.21891879,1.3469232,0.28022732,0.57843523,1.209085,1.0377429,-0.11352829,-0.06780853,0.70022895
